[["LUCHT","BLAZEN","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","perslucht, drukloos maken, loslaten, puff, sputter, flutter, purge..."],
["SPORTEN","WATER","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","zwemmen, waterpolo, watervolleybal, duiken, waterskiën, surfen, kiteboarden, duiken, snorkelen"],
["SPORTEN","WINTER","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","skiën, snowboarden, bobsleeën, schaatsen, sleeën, curling, ijshockey, rodelen, schaatsen..."],
["SWOOSHES","SWISH","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing"],
["SWOOSHES","WHOOSH","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["GEREEDSCHAPPEN","TUIN","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","hark, schoffel, spade, troffel, bezem, snoeischaar, tuinvork, tuinfrees, takkenschaar, schop, onkruidwieder"],
["GEREEDSCHAPPEN","HANDGEREEDSCHAP","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","hamer, schroevendraaier, tang, moersleutel, ratel, dopsleutel, handzaag, klem, kniptang, koevoet, beitel, schraper, nietpistool, vijl, schaar"],
["GEREEDSCHAPPEN","DIVERSEN","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","diverse"],
["GEREEDSCHAPPEN","PNEUMATISCH","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","drilboor, luchtgereedschap, luchtratel, spijkerpistolen"],
["GEREEDSCHAPPEN","KRACHT","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","boormachine, motorzaag, cirkelzaag, decoupeerzaag, schuurmachine, bandschuurmachine, router, elektrische schroevendraaier, warmtepistool, boormachine, tafelzaag"],
["SPEELGOED","ELECTRONISCH","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","auto met afstandsbediening, slot car, spreken en spellen, furby"],
["SPEELGOED","MECHANISCH","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","opwindbaar speelgoed, speelgoedrobot, opwindbaar speelgoed"],
["SPEELGOED","DIVERSEN","TOYMisc","TOY","Toy sounds not fitting another category in this list.","actiefiguur, pop, knuffeldier"],
["TREINEN","REM","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","breekt, krijst, knarst"],
["TREINEN","RAILS","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","clack"],
["TREINEN","DEUR","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","treindeur, metrodeur"],
["TREINEN","DIESEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","dieseltrein"],
["TREINEN","ELECTRISCH","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","forensentrein, regionale trein, stadslijn, intercitytrein, lightrail"],
["TREINEN","HOGE SNELHEID","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","hi-tech trein, maglev, monorails, hyperloop, bullet train"],
["TREINEN","TOETER","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","treinhoorn, metrohoorn"],
["TREINEN","INTERIEUR","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","forensentrein, regionale trein, stadslijn, intercitytrein, lightrail, goederentrein, metro, monorail"],
["TREINEN","MECHANISME","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","rangeren, ontkoppelen"],
["TREINEN","DIVERSEN","TRNMisc","TRN","Train sounds not fitting another category in this list.","diverse"],
["TREINEN","STOOM","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","stoomtrein, kolentrein"],
["TREINEN","METRO","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","metro, metro, de buis, rer"],
["TREINEN","TRAM","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","tram, trolley, kabelbaan, funiculaire, grijpauto"],
["USER INTERFACE","ALARM","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","waarschuwing, toon, sms, melding, opstarten"],
["USER INTERFACE","BEEP","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","computer pieptoon, telefoon pieptoon"],
["USER INTERFACE","KLIK","UIClick","UI","Typing clicks, button press clicks, response to input.","klikken, tikken, typen"],
["USER INTERFACE","DATA","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","gegevens, verwerking, informatie, denken"],
["USER INTERFACE","STATISCH","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","glitch, storing, fout, kernel paniek, guru meditatie fout"],
["USER INTERFACE","DIVERSEN","UIMisc","UI","User Interface sounds not fitting another category in this list.","diverse"],
["USER INTERFACE","BEWEGING","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","vegen, scrollen, zoomen, pagina"],
["VEGETATIE","GRAS","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","gras ritselen, doorlopen, hooi, tarwe"],
["VEGETATIE","BLADEREN","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","bladwerveling, bladval, bladeren vallen, bladstapel"],
["VEGETATIE","DIVERSEN","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","gebladerte"],
["VEGETATIE","BOOM","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","boom valt, tak knapt, tak breekt, takje"],
["VOERTUIGEN","ALARM","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","auto, auto, automobiel, autoalarm, arm tsjirp, ontwapen tsjirp, fob"],
["VOERTUIGEN","ANTIEK","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","auto, auto, auto, oldsmobiel, model a, model t"],
["VOERTUIGEN","TERREINWAGEN","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, driewieler, vierwieler, vierwieler, duinbuggy"],
["VOERTUIGEN","FIETS","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","fiets, fiets, ligfiets, eenwieler, tandem, bmx"],
["VOERTUIGEN","REM","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","rem piepen, piepen, knarsen"],
["VOERTUIGEN","BUS","VEHBus","VEH","City buses, school buses, Greyhound buses.","stadsbus, schoolbus, greyhoundbus, touringcarbus, tourbus, dubbeldekker"],
["VOERTUIGEN","AUTO","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","auto, auto, automobiel"],
["VOERTUIGEN","CONSTRUCTIE","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","kraan, bulldozer, graafmachine, graafmachine, vorkheftruck"],
["VOERTUIGEN","DEUR","VEHDoor","VEH","Car, van, truck. Their doors all go here.","auto, auto, automobiel, autodeur, bestelwagendeur, vrachtwagendeur"],
["VOERTUIGEN","ELECTRISCH","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, golfkarretje, elektrische scooter, elektrische auto, elektrische motorfiets, tesla, elektrische gokart"],
["VOERTUIGEN","NOODGEVAL","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","brandweerwagen, brandweerwagen, ambulance, politieauto, SWAT-busje"],
["VOERTUIGEN","BOERDERIJ","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","tractor, combine, peller, oogstmachine"],
["VOERTUIGEN","VRACHT","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","big rigs, vrachtwagen, semi-truck, u-haul truck, penske, box truck, vrachtauto"],
["VOERTUIGEN","VOORBIJ","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","auto, auto, auto, passeren"],
["VOERTUIGEN","CLAXON","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","auto, auto, auto, autoclaxon"],
["VOERTUIGEN","INTERIEUR","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","auto, vrachtwagen, bestelwagen, interieur, rijden, aan boord, bus"],
["VOERTUIGEN","OUD BARREL","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","auto, auto, auto, hoopty, clunker, junker, valse start, misfiring, storing, misfire, backfire"],
["VOERTUIGEN","MECHANISCH","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","raamslinger, handschoenenkastje, voorruit, ruitenwisser, kofferbak, veiligheidsgordel, richtingaanwijzer, versnellingspook..."],
["VOERTUIGEN","MILITAIR","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","tank, APC, pantserwagen, humvee, jeep..."],
["VOERTUIGEN","DIVERSEN","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","sneeuwscooter"],
["VOERTUIGEN","MOTOR","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","scooter, motorfiets, motorfiets, vespa, motorcross, crossmotor"],
["VOERTUIGEN","RACE","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","auto, auto, auto, race auto, drag race auto, indy, formule 1, nascar, grand prix, monster truck"],
["VOERTUIGEN","SIRENE","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulance, politie, sirene, brandweerwagen, brandweerman"],
["VOERTUIGEN","SLIPPEN","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","band slip, peel out, chuff, burnout"],
["VOERTUIGEN","VERING","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","ophanging, schokveren, piepen, rammelen"],
["VOERTUIGEN","BAND","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","band, band, rol"],
["VOERTUIGEN","VRACHTWAGEN & SUV","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","auto, auto, auto, passagierstruck, pick-up truck, bestelwagens, suv, flatbed, "],
["VOERTUIGEN","KLEIN","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["VOERTUIGEN","KOETS","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","wagen, postkoets, buggy, koets, houtkar"],
["VOERTUIGEN","RAAM","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","auto, auto, automobiel, automatisch raam, elektrisch raam"],
["STEMMEN","BUITENAARDS","VOXAlien","VOX","Weird alien vocals here.","alien taal, chewbacca"],
["STEMMEN","BABY","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","coo, babble, fuss, snuffle"],
["STEMMEN","JUICHEN","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","klap, boe, juich, yay, schreeuw, woohoo, holler"],
["STEMMEN","KIND","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","kind, tiener, tiener"],
["STEMMEN","HUILEN","VOXCry","VOX","A single person crying.","huilen, pruilen, snikken, jammeren, brullen, pruilen, verwonden"],
["STEMMEN","INSPANNING","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","inspanning, grommen, worstelen, inspannen, inspannen"],
["STEMMEN","VROUW","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","vrouw, vrouwelijk"],
["STEMMEN","OMROEPEN","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","spreker, openbare toespraak, aankondiging"],
["STEMMEN","HISTORISCH","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","toespraak, lezing, uitzending, nieuws, historisch"],
["STEMMEN","LACHEN","VOXLaff","VOX","A single person laughing.","giechelen, grinniken, lachen, toeteren, schreeuwen, maniakaal, hysterisch"],
["STEMMEN","MAN","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","man, man"],
["STEMMEN","DIVERSEN","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","diverse"],
["STEMMEN","REACTIE","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm"],
["STEMMEN","SCHREEUWEN","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","schreeuw, gil, schreeuw, dood, val"],
["STEMMEN","ZINGEN","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","zingen, neuriën, deuntje"],
["STEMMEN","FLUISTEREN","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","fluisteren, mompelen, zwijgen"],
["WATER","BUBBELS","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","bubbel, kook, pruttel, blub, glub, ketel, brouwsel"],
["WATER","AFVOER","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","drain, gurgle, burble, sewer, shower, sink, storm drain"],
["WATER","DRUPPELEN","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","druipen, plop, plop, druppelen, lek, grot"],
["WATER","PRIK","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","bruisen, sissen, seltzer, schuim, sissen"],
["WATER","STROMEN","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","rivier, beek, kreek, stroom, waterloop, zijrivier, beek, runnel, beekje, bron"],
["WATER","FONTEIN","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","fontein, spray, druppel, sis"],
["WATER","IMPACT","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","plons, buiksprong, kanonskogel, dieptebom, sploosh"],
["WATER","KABBELEN","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","rimpeling, schoot, romp, klap, klotsen"],
["WATER","DIVERSEN","WATRMisc","WATR","Water sounds not fitting another category in this list.","diverse"],
["WATER","BEWEGING","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","slosh, wade, splash, sweep, tread"],
["WATER","LOODGIETEN","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","toilet doorspoelen, wastafel, douche,"],
["WATER","GIETEN","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","gieten, vullen, dumpen, legen"],
["WATER","SPETTEREN","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","splash, swim, wade, dive, plunge, slosh, submerge"],
["WATER","SPRAYEN","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","spuiten, spritsen, spuiten, gutsen, sprenkelen"],
["WATER","STOOM","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","spuiten, nevel, stoom, nat sissen, sputteren"],
["WATER","GOLFSLAG","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","kustlijn, kustlijn, zeekust, strand, wassen"],
["WATER","TURBULENT","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","draaikolk, golfslagbad, stroomversnelling, maalstroom, kolk"],
["WATER","ONDERWATER","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","onder water, stroom, turbulent"],
["WATER","WATERVAL","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","waterval, waterval, dam, stortvloed, niagara"],
["WATER","GOLFSLAG","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","golf, golfbreker, getijden, zeekust, steiger, kabbelen"],
["WAPENS","HARNAS","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","harnas, maliënkolder, helm, pantser, borstplaat, kuras, domaru, spalk, haramaki, schild"],
["WAPENS","PIJL","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","pijl, bout, fletch, koker"],
["WAPENS","BIJL","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","bijl, bijl, hak, werpbijl"],
["WAPENS","STOMP","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","knots, knuppel, foelie, bal en ketting, nunchuck, oorlogshamer, hamer, stok, koperen knokkels, vlegel, tonfa, gummiknuppel..."],
["WAPENS","BOOG","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","longbow, compound box, kruisboog"],
["WAPENS","MES","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","zakmes, zakmes, vlindermes, jachtmes, hobbymes, hakmes, slagersmes, greppelmes, koksmes..."],
["WAPENS","DIVERSEN","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","katapult"],
["WAPENS","LANS","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","speer, snoek, harpoen, hellebaard, speer, poleaxe, pollaxe"],
["WAPENS","BELEGERING","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","katapult, trebuchet, stormram, ballista, belegeringstoren..."],
["WAPENS","ZWAARD","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, kromzwaard, breedzwaard, rapier, langzwaard, samoerai, degen, schermzwaard, kattana, machete, sabel, vikingzwaard, floret..."],
["WAPENS","ZWEEP","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","zweep, paardenzweep, zweepslag, zweepslag"],
["WEER","HAGEL","HAIL","HAIL","Hail on various surfaces.","hagel, ijs, ijzel"],
["WEER","DIVERSEN","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","diverse"],
["WEER","STORM","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","orkaan, onweer, tyfoon, ijzel, zandstorm, tornado, cycloon, hagelbui,"],
["WEER","ONWEER","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","onweer, bliksem, donderslag, bliksem, donder, krak, rol, gerommel"],
["FLUITEN","MENS","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","fluiten, juichen, mens, wolfsfluit, signaal"],
["FLUITEN","MECHANISCH","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","stoomschip, scheidsrechter, toeter, politiefluitje, theepot, treinfluitje"],
["FLUITEN","DIVERSEN","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","ref, neusfluit"],
["WIND","ONTWORPEN","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","windmachine, synthetisch, kunstmatig, tonaal"],
["WIND","ALGEMEEN","WIND","WIND","Base and general wind category.","diverse"],
["WIND","VLAAG","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","vlaag, windvlaag, winden, bries, buffet, windvlaag, storm, vlaag"],
["WIND","INTERIEUR","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","interieur, luik, rammelaar, kreun, tocht"],
["WIND","TONAAL","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","huilen, fluiten, kreunen, tonaal"],
["WIND","TURBULENT","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","buffet, turbulente wind, sterke wind, hevige wind, buffet"],
["WIND","VEGETATIE","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","gebladerte, vegetatie, gras, boom, blad, plant, ritselen"],
["RAMEN","GORDIJNEN","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","gordijn, jaloezie, rolluik, verduistering, zonwering"],
["RAMEN","IJZERWAAR","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","raamklink, raamkrukken, raamslot, raamsluiting"],
["RAMEN","KLOPPEN","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","kloppen, ruit, rammelen"],
["RAMEN","METAAL","WNDWMetl","WNDW","Metal framed windows, open and close.","metalen frame"],
["RAMEN","DIVERSEN","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","diverse"],
["RAMEN","PLASTIC","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","kunststof kozijn"],
["RAMEN","HOUT","WNDWWood","WNDW","Wood framed windows, open and close.","houten frame"],
["VLEUGELS","VOGEL","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","vogelvleugel, flap, fladder"],
["VLEUGELS","WEZEN","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","drakenvleugel, feeënvleugel, griffioenvleugel, sfinxvleugel, engelenvleugel, feniksvleugel, reuzevogelvleugel"],
["VLEUGELS","INSECT","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","vlieg, bij, libel, mot, vlinder, kever, scarabee, horzel, wesp, sprinkhaan"],
["VLEUGELS","DIVERSEN","WINGMisc","WING","Wing sounds not fitting another category in this list.","diverse"],
["HOUT","BREKEN","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","breekt, barst, scheurt, verbrijzelt, kraakt, splintert"],
["HOUT","CRASH & PUIN","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","vallen, brokstukken, neerstorten, vallen, hout"],
["HOUT","WRIJVING","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","stress, schrammen, kraken, piepen, krijsen"],
["HOUT","HANDELINGEN","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","hanteren, grijpen, instellen, ophalen, neerzetten, gooien, vangen"],
["HOUT","IMPACT","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","slaan, laten vallen, impact, crash, clunk, clang, clink, chop"],
["HOUT","DIVERSEN","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","diverse"],
["HOUT","BEWEGING","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","slepen, rollen, rammelen, schudden"],
["HOUT","TONAAL","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","buigen, ring, wronk, shing, warp"]]
