[["气体","吹","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","稳定的气流、气压释放、释放、吹气、喷射、颤动"],
["车辆","轮胎摩擦","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","轮胎打滑、剥落、引擎排气、爆胎"],
["车辆","悬挂","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","悬架、减震弹簧、吱吱声、嘎嘎声"],
["车辆","轮胎打滑","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","轮胎、滚、轮箍"],
["车辆","厢式车","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","轿车、汽车、客车、皮卡车、面包车、SUV、平板车、"],
["车辆","工具","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","沙滩越野车、排座式全地形车、双人车、全地域越野车、福特皮卡、多功能车"],
["车辆","马车","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","马车、驿马车、马车、马车、木车"],
["车辆","窗","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","汽车、自动窗、电动窗"],
["语音","外星人","VOXAlien","VOX","Weird alien vocals here.","外星语"],
["语音","婴儿","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","细语、胡言乱语、大惊小怪、嘟囔"],
["语音","欢呼","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","鼓掌、喝倒彩、欢呼、耶、呐喊、哇、喝彩"],
["语音","儿童","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","儿童、青少年、少年"],
["语音","哭泣","VOXCry","VOX","A single person crying.","哭泣、噘嘴、啜泣、抽噎、呜咽、大哭、大惊小怪、受伤"],
["语音","呼喝","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","努力、哼唧声、拼搏、竭力、用力"],
["语音","女性","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","女人、女"],
["语音","音响化","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","音响喇叭、公共演讲、公告、扩声器"],
["语音","历史年代","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","演讲、演讲、广播、新闻、历史"],
["语音","笑","VOXLaff","VOX","A single person laughing.","傻笑、抿嘴笑、暗笑、大笑、嗬嗬、呼叫、狂笑、歇斯底里"],
["语音","男性","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","男人、男"],
["语音","杂项","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","各种各样的"],
["语音","反应","VOXReac","VOX","A single Ooo or Aah and things of that nature.","哎呀、喔、呜、啊哈、啊、嗯哦、嗯、唔哼、呃"],
["语音","尖叫","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","大喊大叫、尖叫、死亡、跌倒"],
["语音","歌唱","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","唱歌、哼唱、小曲"],
["语音","窃语","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","耳语、低语、喃喃自语、嘘"],
["水","气泡","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","泡泡、煮沸、煨、泡泡、粘液、大锅、药水"],
["水","排水","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","排水管、汩汩地流、潺潺声、下水道、淋浴、水槽、雨水渠"],
["水","滴","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","水滴、滴、扑通声、涓涓细流、流淌、渗漏、洞"],
["水","气泡破裂","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","嘶嘶声、苏打水、气泡、嘶嘶声"],
["水","水流","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","河、溪、溪、水流、河道、支流、溪、沟渠、溪流、泉"],
["水","喷泉","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","喷泉、浪花、飞溅、涓流、嘶嘶声"],
["水","击打","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","泼洒、跳水、巨浪、深水炸弹、浇灌"],
["水","拍浪","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","涟漪、拍打冲刷、船体、荡漾、晃动"],
["水","杂项","WATRMisc","WATR","Water sounds not fitting another category in this list.","各种各样的"],
["水","移动","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","泼水、 玩水、 溅水、 扫水、 踏水"],
["水","水管道","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","马桶冲水、水槽、淋浴、喷头"],
["水","倒水","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","倒出、填充、倾倒、倒空"],
["水","泼洒飞溅","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","飞溅、游泳、淌水、潜水、跳水、晃动、泼洒、淹没"],
["水","水花","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","喷雾、喷洒、喷射、喷洒、喷、涌出"],
["水","蒸汽","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","喷、雾气、蒸汽、嘶嘶、湿气、溅射"],
["水","浪花拍岸","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","海岸线、海岸、海滨、沙滩、波浪"],
["水","汹涌澎湃","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","漩涡、 波浪池、 急流、 涡流"],
["水","水下","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","水下、流动、湍流、 暗流"],
["水","瀑布","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","瀑布、梯级瀑布、大坝、洪流、尼加拉瀑布"],
["水","波浪","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","波浪、防波堤、潮汐、海滨、码头、叠浪"],
["武器","护甲","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","盔甲、锁子甲、头盔、鳞甲、胸甲、护具、夹板"],
["武器","箭","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","箭头、箭栓、箭羽、箭袋"],
["武器","斧","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","斧头、斧头、砍刀、飞斧"],
["武器","钝器","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","棒球棍、 狼牙棒、 球链、 双节棍、 战锤、 壁板、 铜指关节、 连枷、 警棍"],
["武器","弓","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","长弓、复合弓、弩"],
["武器","刀","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","弹簧刀、水果刀、蝴蝶刀、猎刀、美工刀、切肉刀、屠刀、战刀、厨师刀"],
["武器","其他","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","弹弓"],
["武器","矛","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","长矛、长枪、鱼叉、戟、标枪、长柄斧、长柄斧"],
["武器","投石机","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","弹射器、投石机、攻城锤、弩炮、攻城塔"],
["武器","剑","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","镰刀、弯刀、阔剑、细剑、长剑、武士刀、弯刀、击剑剑、武士刀、大砍刀、军刀、维京剑、唐刀、 金属薄片"],
["武器","鞭","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","牛鞭、马鞭、鞭子、皮鞭"],
["天气","冰雹","HAIL","HAIL","Hail on various surfaces.","冰雹、冰、雨夹雪"],
["天气","其他","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","各种各样的"],
["天气","风暴","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","飓风、雷暴、台风、雨夹雪、沙尘暴、龙卷风、旋风、冰雹、恶劣天气"],
["天气","雷","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","雷暴、闪电、霹雳、炸雷、 雷声、裂纹、滚雷、隆隆声"],
["哨音","人","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","口哨、 欢呼、 人浪、 声浪、 狼哨、 信号"],
["哨音","机械设备","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","船笛、嘟嘟、警笛、茶壶、火车汽笛"],
["哨音","其他","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","鼻笛"],
["风","设计后的","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","风力机、合成的、人工的、音调"],
["风","通用","WIND","WIND","Base and general wind category.","各种各样的"],
["风","阵风","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","阵风、大风、小束、微风、飘、大风、乱舞"],
["风","室内","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","室内、百叶窗、摩擦、呻吟、草稿"],
["风","音乐性","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","嚎叫、口哨、呻吟、音调"],
["风","汹涌澎湃","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","旋风、 狂风、 强风、 飓风、 台风"],
["风","吹动植物","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","树叶、植被、草、树、叶子、植物、沙沙声"],
["窗户","遮挡物","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","窗帘、百叶窗、百叶窗、遮罩、 遮光罩"],
["窗户","窗具","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","窗户栓、 窗锁、窗户、车窗密封条"],
["窗户","敲窗","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","敲击、窗格、晃动"],
["窗户","金属","WNDWMetl","WNDW","Metal framed windows, open and close.","金属框架"],
["窗户","其他","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","各种各样的"],
["窗户","塑料","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","塑料框架"],
["窗户","木质","WNDWWood","WNDW","Wood framed windows, open and close.","木框"],
["翅膀","鸟","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","鸟翼、 扑动、 飞过"],
["翅膀","生物","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","龙翼、仙女翼、狮鹫翼、狮身人面像翼、天使翼、凤凰翼、巨鸟翼"],
["翅膀","昆虫","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","飞、蜜蜂、蜻蜓、蛾、蝴蝶、甲虫、圣甲虫、大黄蜂、黄蜂、蝗虫"],
["翅膀","其他","WINGMisc","WING","Wing sounds not fitting another category in this list.","各种各样的"],
["木头","打碎","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","断裂、裂缝、撕裂、破碎、咬合、碎片"],
["木头","碎片","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","坠落、碎片、坠毁、坠落、木材"],
["木头","挤压","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","压力、擦伤、吱吱声、尖叫声"],
["木头","抓取","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","处理、抓取、设置、拾取、放下、扔、接住"],
["木头","击打","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","击中、跌落、撞击、撞毁、 砰、 劈、 碰、 铛"],
["木头","其他","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","各种各样的"],
["木头","移动","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","拖动、滚动、摇晃、晃动"],
["木头","音乐性","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","金属、 拔剑、 瑜伽、 敲击、 音律"]]
