[["LUFT","BLÅS","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","tryckluft, tryckavlastning, släpp ut, puffa, spruta, fladdra, fladdra, rensa"],
["SNÖ","DIVERSE","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","Diverse"],
["SNÖ","RÖRELSE","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","vada, släpa, plöja, fumla"],
["SPORT","PLAN","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","basket, tennis, fäktning, volleyboll, racketboll, badminton, nätboll, squash, dodgeball, shuffleboard, handboll"],
["SPORT","FÄLT","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","Fotboll, fotboll, baseball, ishockey, cricket, rugby, polo, lacrosse."],
["SPORT","GYM","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","Boxning, brottning, gymnastik, styrketräning, kampsport, karate, judo, tae kwon do, dojo, kung fu."],
["SPORT","HALL","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","Bowling, biljard, pingis, dart."],
["SPORT","DIVERSE","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","Golf"],
["SPORT","SKRIDSKOR","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","Skateboard, rullskridskor, rullskridskor, rullskridskor, skoter"],
["SPORT","FRIIDROTT","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","längdhopp, löpning, stavhopp, kulstötning, spjutkastning, spjutkast"],
["SPORT","VATTEN","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","Simning, vattenpolo, vattenvolleyboll, dykning, vattenskidåkning, surfing, kiteboarding, dykning, snorkling."],
["SPORT","VINTER","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","Skidåkning, snowboarding, bobslide, skridskoåkning, pulkaåkning, curling, ishockey, rodel, hastighetsåkning."],
["SVISCHAR","SVISCH","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","svaj, kungfu, whizby, fladdrar, svänger"],
["SVISCHAR","WHOOSH","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["VERKTYG","TRÄDGÅRD","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","Kratta, hack, spade, spade, spackel, kvast, beskärningssax, trädgårdsgaffel, markberedare, hackspade, spade, ogräsrensare."],
["VERKTYG","HANDVERKTYG","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","hammare, skruvmejsel, tång, skiftnyckel, skiftnyckel, skiftnyckel, handsåg, klämma, skärare, brytjärn, mejsel, skrapa, häftpistol, fil, sax"],
["VERKTYG","DIVERSE","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","Diverse"],
["VERKTYG","TRYCKLYFT","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","Jackhammer, tryckluftsverktyg, tryckluftskratsch, spikpistoler."],
["VERKTYG","ELVERKTYG","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","borrmaskin, motorsåg, cirkelsåg, sticksåg, slipmaskin, bandslipmaskin, överfräsare, skruvmejsel, värmepistol, borrmaskin, bordssåg"],
["LEKSAKER","ELEKTRONISK","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","fjärrstyrd bil, spelautomat, tala och stava, furby"],
["LEKSAKER","MEKANISK","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","Upprullningsleksak, leksaksrobot, lindande leksak."],
["LEKSAKER","DIVERSE","TOYMisc","TOY","Toy sounds not fitting another category in this list.","Actionfigur, docka, uppstoppat djur."],
["TÅG","BROMSA","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","går sönder, skriker, gnisslar"],
["TÅG","SKENSKARVAR","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","klack"],
["TÅG","DÖRR","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","Tågdörr, tunnelbanedörr"],
["TÅG","DIESEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","dieseltåg"],
["TÅG","EL","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","pendeltåg, regionaltåg, stadslinje, intercitytåg, lätt järnväg"],
["TÅG","HÖGHASTIGHETSTÅG","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","högteknologiskt tåg, maglev, monorail, hyperloop, bullet train"],
["TÅG","TUTA","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","Tåghorn, tunnelbanehorn."],
["TÅG","INTERIÖR","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","pendeltåg, regionaltåg, stadslinje, intercitytåg, lätt järnväg, godståg, tunnelbana, monorail"],
["TÅG","MEKANISM","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","shunt, frikoppling"],
["TÅG","DIVERSE","TRNMisc","TRN","Train sounds not fitting another category in this list.","diverse"],
["TÅG","ÅNGA","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","Ångtåg, koltåg"],
["TÅG","TUNNELBANA","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","tunnelbana, tunnelbana, tunnelbana, rer, rer"],
["TÅG","SPÅRVAGN","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","spårvagn, trådvagn, linbana, linbana, bergbana, gripbil"],
["ANVÄNDARGRÄNSSNITT","LARM","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","varning, ton, textmeddelande, anmälan, start"],
["ANVÄNDARGRÄNSSNITT","PIP","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","dator pip, telefon pip"],
["ANVÄNDARGRÄNSSNITT","KLICK","UIClick","UI","Typing clicks, button press clicks, response to input.","klicka, trycka, skriva"],
["ANVÄNDARGRÄNSSNITT","DATA","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","data, bearbetning, information, tänkande"],
["ANVÄNDARGRÄNSSNITT","GLAPP","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","glitch, fel, fel, fel, kärnpanik, guru meditationsfel"],
["ANVÄNDARGRÄNSSNITT","DIVERSE","UIMisc","UI","User Interface sounds not fitting another category in this list.","diverse"],
["ANVÄNDARGRÄNSSNITT","RÖRELSE","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","svepa, bläddra, zooma, sida"],
["VÄXTLIGHET","GRÄS","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","gräs som prasslar, går igenom, hö, vete"],
["VÄXTLIGHET","LÖV","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","lövvirvel, lövfall, fallande löv, lövhög"],
["VÄXTLIGHET","DIVERSE","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","lövverk"],
["VÄXTLIGHET","TRÄD","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","Träd faller, grenar knäcks, grenar bryts, kvist"],
["FORDON","LARM","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","bil, auto, bil, bilalarm, larm, pip, pip, avväpning, fob"],
["FORDON","ANTIK","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","bil, auto, bil, bil, oldsmobile, modell a, modell t"],
["FORDON","ATV","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, trehjuling, fyrhjuling, fyrhjuling, fyrhjuling, dune buggy"],
["FORDON","CYKEL","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","cykel, cykel, liggcykel, enhjuling, tandem, bmx"],
["FORDON","BROMS","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","bromsar som gnisslar, gnisslar, gnisslar."],
["FORDON","BUS","VEHBus","VEH","City buses, school buses, Greyhound buses.","stadsbuss, skolbuss, greyhoundbuss, buss, turistbuss, dubbeldäckare"],
["FORDON","BIL","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","bil, auto, automobil"],
["FORDON","BYGGE","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","kran, bulldozer, grävmaskin, grävmaskin, grävmaskin, grävmaskin, gaffeltruck"],
["FORDON","DÖRR","VEHDoor","VEH","Car, van, truck. Their doors all go here.","bil, auto, bil, bildörr, dörr till bil, dörr till skåpbil, dörr till lastbil"],
["FORDON","ELETRISK","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","Segway, golfbil, elektrisk skoter, elbil, elektrisk motorcykel, tesla, elektrisk gokart."],
["FORDON","NÖDSITUATION","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","brandbil, brandbil, ambulans, polisbil, SWAT-bil"],
["FORDON","LANTBRUK","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","Traktor, skördetröska, skalare, skördare."],
["FORDON","FRAKT","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","stora lastbilar, lastbilar, halvlastbilar, u-haul-lastbilar, penske-lastbilar, lådbilar, godstransportbilar"],
["FORDON","PASSERING","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","bil, bil, bil, bil, passerar förbi"],
["FORDON","TUTA","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","bil, auto, bil, bil, bilhorn"],
["FORDON","INTERIÖR","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","bil, lastbil, skåpbil, interiör, körning, ombord, buss"],
["FORDON","SKROTIG","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","bil, auto, bil, hoopty, clunker, junker, false start, misfiring, malfunctioning, misfire, backfire"],
["FORDON","MEKANISM","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","fönstervev, handskfack, vindruta, torkare, bagageutrymme, säkerhetsbälte, säkerhetsbälte, blinkers, växelspak"],
["FORDON","MILITÄR","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","stridsvagn, APC, pansarfordon, humvee, jeep"],
["FORDON","DIVERSE","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","Snöskoter"],
["FORDON","MOTORCYKEL","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","skoter, motorcykel, motorcykel, vespa, motocross, dirt bike"],
["FORDON","RACING","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","bil, auto, bil, racerbil, dragracingbil, indy, formel 1, nascar, grand prix, monster truck"],
["FORDON","SIREN","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulans, polis, siren, brandbil, brandman"],
["FORDON","DÄCKSKRIK","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","däck som glider, peel out, chuff, burnout"],
["FORDON","FJÄDRING","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","fjädring, stötfjädrar, gnissel, skrammel"],
["FORDON","DÄCK","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","däck, däck, rulla"],
["FORDON","FAMILJEBUSS & SUV","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","bil, auto, bil, personbil, personbil, pickup, skåpbil, suv, platta, "],
["FORDON","HJÄLPMEDEL","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","UTV, SXS, side by side, RZR, Ranger, Cushman, Gator"],
["FORDON","VAGN","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","vagn, dilettant, vagn, vagn, vagn, träkärra"],
["FORDON","FÖNSTER","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","bil, bil, bil, bil, automatisk fönster, elektrisk fönster"],
["RÖSTER","RYMDVARELSE","VOXAlien","VOX","Weird alien vocals here.","främmande språk, chewbacca"],
["RÖSTER","BEBIS","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","kuska, babbla, bråka, snusa, snusa"],
["RÖSTER","JUBEL","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","klappa, bua, heja, järva, ropa, woohoo, ropa."],
["RÖSTER","BARN","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","barn, tonåring, tonåring"],
["RÖSTER","GRÅT","VOXCry","VOX","A single person crying.","gråter, puttar, snyftar, gnäller, bölar, bråkar, är ledsen, sårad"],
["RÖSTER","ANSTRÄNGNING","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","ansträngning, grymta, kämpa, anstränga sig, anstränga sig"],
["RÖSTER","KVINNLIG","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","kvinna, kvinnlig"],
["RÖSTER","TELEFON","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","högtalare, talare, offentlig talare, tillkännagivande"],
["RÖSTER","HISTORISK","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","tal, föreläsning, sändning, nyheter, historisk"],
["RÖSTER","SKRATT","VOXLaff","VOX","A single person laughing.","fnissa, skratta, skratta, hojta, hojta, maniakalisk, hysterisk"],
["RÖSTER","MANLIG","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","man, man"],
["RÖSTER","DIVERSE","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","diverse"],
["RÖSTER","REAKTION","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm"],
["RÖSTER","SKRIK","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","ropa, skrika, skrika, död, falla"],
["RÖSTER","SÅNG","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","sjunga, nynna, dikt"],
["RÖSTER","VISKA","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","viskar, mumlar, tystar"],
["VATTEN","BUBBLOR","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","bubbla, koka, sjuda, blub, glub, kittel, potion"],
["VATTEN","AVLOPP","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","avlopp, gurgla, böla, kloak, dusch, diskbänk, stormdränering."],
["VATTEN","DROPPS","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","dropp, plip, plop, trickle, läckage, grotta"],
["VATTEN","SPRUDLA","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","bubbla, sörja, seltzer, skum, väsande"],
["VATTEN","RINNA","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","flod, ström, bäck, ström, vattendrag, biflöde, bäck, rännil, bäck, källa, källa"],
["VATTEN","FONTÄN","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","fontän, spray, rinnande, väsande"],
["VATTEN","TRÄFF","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","stänk, buksplash, kanonkula, djupladdning, sploosh"],
["VATTEN","SKVALP","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","krusning, skvalp, skrov, slag, slush"],
["VATTEN","DIVERSE","WATRMisc","WATR","Water sounds not fitting another category in this list.","diverse"],
["VATTEN","RÖRELSE","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","slampa, vada, stänk, svepa, trampa, trampa"],
["VATTEN","RÖRLEDNING","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","toalettspolning, handfat, dusch,"],
["VATTEN","HÄLLA","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","hälla, fylla, dumpa, tömma"],
["VATTEN","PLASK","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","stänka, simma, vada, dyka, kasta sig ner, skvalpa, dränka sig ner"],
["VATTEN","SPRUTA","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","spraya, spruta, spruta, spruta, spruta, spruta, spruta."],
["VATTEN","ÅNGA","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","spruta, dimma, ånga, våt väsande, spruta"],
["VATTEN","BRÄNNINGAR","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","kustlinje, strandlinje, havskust, strand, tvätt"],
["VATTEN","TURBULENT","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","bubbelpool, vågbassäng, forsar, ström, virvel, virvel"],
["VATTEN","UNDERVATTEN","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","undervatten, flöde, turbulent"],
["VATTEN","VATTENFALL","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","vattenfall, kaskad, damm, forsränning, niagara"],
["VATTEN","VÅG","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","våg, vågbrytare, tidvatten, havskust, brygga, skvalpning"],
["VAPEN","RUSTNING","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","rustning, kedjepansar, hjälm, skalpansar, bröstplåt, kusar, domaru, skenor, haramaki, sköld"],
["VAPEN","PIL","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","pil, bult, fletch, koger"],
["VAPEN","YXA","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","yxa, yxa, hugg, kastyxa"],
["VAPEN","TRUBBIG","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","klubba, slagträ, klubba, klubba, kula och kedja, nunchuck, krigshammare, krigshammare, stav, mässingsknoglar, stridsgissel, tonfa, nattklubba, käppar."],
["VAPEN","BÅGE","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","långbåge, sammansatt box, armborst"],
["VAPEN","KNIV","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","knivblad, jackkniv, fjärilskniv, jaktkniv, verktygskniv, klyvare, slaktarkniv, skyttegravskniv, kockkniv"],
["VAPEN","DIVERSE","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","slunga"],
["VAPEN","SPJUT","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","Spjut, spjut, spets, harpun, hillebard, spjut, stångax, pollaxe."],
["VAPEN","SLUNGA","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","Katapult, trebuchet, slagträ, ballista, belägringstorn."],
["VAPEN","SVÄRD","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, krumsabel, bredsvärd, rapir, långsvärd, samurajsvärd, huggblad, fäktningssvärd, kattana, machete, sabel, vikingasvärd, florett."],
["VAPEN","PISKA","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","piska, hästpiska, pisk, piskrapp, piskspark"],
["VÄDER","HAGEL","HAIL","HAIL","Hail on various surfaces.","hagel, is, snö"],
["VÄDER","DIVERSE","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","diverse"],
["VÄDER","STORM","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","Orkan, åskväder, tyfon, snö, sandstorm, tornado, cyklon, hagelstorm,"],
["VÄDER","ÅSKA","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","åskväder, blixt, åskknall, åskvigg, blixt, åska, knäppning, rullning, mullrande"],
["VISSLINGAR","MÄNSKLIG","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","visselpipa, jubel, mänsklig visselpipa, vargvisselpipa, signal"],
["VISSLINGAR","MEKANISK","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","ångbåt, domare, tut, polisvisselpipa, tekanna, tågvisselpipa"],
["VISSLINGAR","DIESEL","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","ref, näsflöjt"],
["VIND","DESIGNAD","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","blåsmaskin, syntetisk, artificiell, tonal"],
["VIND","ALLMÄNT","WIND","WIND","Base and general wind category.","diverse"],
["VIND","VINDBYAR","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","vindstöt, blåst, vindpuff, bris, buffé, vift, storm, blåst, blåst."],
["VIND","INOMHUS","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","interiör, fönsterlucka, skrammel, stön, drag"],
["VIND","TONAL","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","ylle, visselpipa, stön, tonal"],
["VIND","TURBULENT","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","buffé, turbulent vind, stark vind, våldsam vind, buffé"],
["VIND","VÄXTLIGHET","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","lövverk, vegetation, gräs, träd, blad, växt, prassel"],
["FÖNSTER","LUCKA","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","gardin, persienn, jalusi, mörkläggning, persienner"],
["FÖNSTER","BESLAG","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","fönsterlås, fönsterkranar, fönsterlås, fönstertätning"],
["FÖNSTER","KNACKA","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","knacka, ruta, skramla"],
["FÖNSTER","METALL","WNDWMetl","WNDW","Metal framed windows, open and close.","metallram"],
["FÖNSTER","DIVERSE","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","diverse"],
["FÖNSTER","PLAST","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","plastram"],
["FÖNSTER","TRÄ","WNDWWood","WNDW","Wood framed windows, open and close.","Träram"],
["VINGAR","FÅGEL","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","fågelvinge, flax, fladdrar"],
["VINGAR","VARELSE","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","drakvinge, älvvinge, greifvinge, sfinxvinge, ängelvinge, fenixvinge, jättefågelvinge"],
["VINGAR","INSEKT","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","fluga, bi, trollslända, nattfjäril, fjäril, skalbagge, skarabé, geting, geting, gräshoppa"],
["VINGAR","DIVERSE","WINGMisc","WING","Wing sounds not fitting another category in this list.","diverse"],
["TRÄ","BRYTA","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","går sönder, spricker, slits, krossas, krossas, splittras"],
["TRÄ","KRASCH & BRÅTE","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","fall, spillror, krasch, fall, timmer"],
["TRÄ","FRIKTION","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","stress, skrapningar, knäppningar, gnissel, gnissel, skrik"],
["TRÄ","HANTERING","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","hantera, ta tag i, sätta, plocka upp, sätta ner, kasta, fånga"],
["TRÄ","SMÄLL","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","träffa, falla, slå, slå, krascha, klunk, klang, klink, hugga."],
["TRÄ","DIVERSE","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","diverse"],
["TRÄ","RÖRELSE","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","dra, rulla, skramla, skaka"],
["TRÄ","TONAL","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","böjd, ring, wronk, shing, varp, varp"]]
