[["LUFT","BLÆSE","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","trykluft, trykaflastning, frigivelse, puff, sputter, flutter, flutter, rensning"],
["SCIFI","RETRO","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","gammel sci-fi"],
["SCIFI","RUMSKIB","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","rumskib, ufo, moderskib, slagskib, stjerneskib"],
["SCIFI","KØRETØJ","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","månerobber, landspeeder, speederbike, hoverboard, podracer"],
["SCIFI","VÅBEN","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","lyssværd, eksotiske våben"],
["SNE","SMADRE/NEDSLAGSRESTER","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","snebold, snefnug"],
["SNE","FRIKTION","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","stress, skrabning, knirken, knirke, knirke, skrækken"],
["SNE","HÅNDTERING","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["SNE","RAMME/NEDSLAG","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","snebold, snedrive, vælte, falde"],
["SNE","DIVERSE","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","diverse"],
["SNE","BEVÆGELSE","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","vade, slæbe, pløje, fumle, fumle"],
["SPORT","BANE","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","basketball, tennis, fægtning, volleyball, racquetball, badminton, netball, squash, dodgeball, shuffleboard, håndbold"],
["SPORT","BANE","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","fodbold, fodbold, baseball, hockey, cricket, rugby, polo, lacrosse"],
["SPORT","TRÆNINGSCENTER","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","boksning, brydning, gymnastik, styrketræning, kampsport, karate, judo, tae kwon do, dojo, kung fu"],
["SPORT","INDENDØRS","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","bowling, billard, bordtennis, dart, dart"],
["SPORT","DIVERSE","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","golf"],
["SPORT","SKATE","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","skateboarding, rulleskøjteløb, rulleskøjteløb, skubbe scooter"],
["SPORT","ATLETIK","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","længdespring, løb, stangspring, kuglestød, spydkast, spydkast"],
["SPORT","VAND","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","svømning, vandpolo, vandvolleyball, dykning, vandski, surfing, kitesurfing, dykning, snorkling"],
["SPORT","VINTER","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","skiløb, snowboarding, bobslæde, skøjteløb, slæde, curling, ishockey, kælk, hurtigløb"],
["SWOOSHES","SWISH","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing"],
["SWOOSHES","WHOOSH","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["VÆRKTØJ","HAVE","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","rive, hakke, spade, murske, kost, beskæresaks, havegaffel, jordfræser, grensaks, skovl, ukrudtsbrænder"],
["VÆRKTØJ","HÅNDTERING","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","hammer, skruetrækker, tang, skruenøgle, skralde, stikdåse, håndsav, klemme, kniv, brydestang, mejsel, skraber, hæftepistol, fil, saks"],
["VÆRKTØJ","DIVERSE","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","diverse"],
["VÆRKTØJ","PNEUMATISK","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","donkrafthammer, trykluftværktøj, trykluftskralde, sømpistoler"],
["VÆRKTØJ","ELVÆRKTØJ","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","boremaskine, motorsav, rundsav, stiksav, slibemaskine, båndsliber, overfræser, skruetrækker, varmepistol, borepresse, bordskånesav"],
["LEGETØJ","ELEKTRONISK","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","fjernstyret bil, spilleauto, tale og stave, furby"],
["LEGETØJ","MEKANISK","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","optræklegetøj, legetøjsrobot, optræklegetøj"],
["LEGETØJ","DIVERSE","TOYMisc","TOY","Toy sounds not fitting another category in this list.","actionfigur, dukke, udstoppet dyr"],
["TOG","BREMSE","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","knækker, skriger, knirker"],
["TOG","KLAPREN","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","klack"],
["TOG","DØR","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","togdør, metrodør"],
["TOG","DIESEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","dieseltog"],
["TOG","ELEKTRISK","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","pendulfartstog, regionaltog, bybane, intercitytog, letbane"],
["TOG","HØJHASTIGHED","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","højteknologisk tog, maglev, monorails, hyperloop, bullet train"],
["TOG","HORN","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","toghorn, metrohorn"],
["TOG","INTERIØR","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","S-tog, regionaltog, bylinje, intercitytog, letbane, godstog, metro, monorail"],
["TOG","MEKANISME","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","shunt, afkobling"],
["TOG","DIVERSE","TRNMisc","TRN","Train sounds not fitting another category in this list.","diverse"],
["TOG","DAMP","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","damptog, kultog"],
["TOG","UNDERGRUNDSBANE","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","metro, undergrundsbane, rør, rer"],
["TOG","SPORVOGN","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","sporvogn, trolley, svævebane, kabelbane, kabelbane, kabelvogn, gribevogn"],
["BRUGERFLADE","ADVARSEL","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","advarsel, tone, sms, meddelelse, opstart"],
["BRUGERFLADE","BIP","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","computer bip, telefon bip"],
["BRUGERFLADE","KLIKKE","UIClick","UI","Typing clicks, button press clicks, response to input.","klik, tryk, skriv"],
["BRUGERFLADE","DATA","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","data, behandling, information, tænkning"],
["BRUGERFLADE","FEJL","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","fejl, fejlfunktion, fejl, fejl, kernel panik, guru meditationsfejl"],
["BRUGERFLADE","DIVERSE","UIMisc","UI","User Interface sounds not fitting another category in this list.","diverse"],
["BRUGERFLADE","BEVÆGELSE","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","swipe, scrolle, zoom, side"],
["VEGETATION","GRÆS","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","græs knitrer, gå igennem, hø, hvede"],
["VEGETATION","BLADE","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","blad hvirvel, bladfald, blade falder, blade falder, løghøj"],
["VEGETATION","DIVERSE","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","løv"],
["VEGETATION","TRÆ","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","træ falder, gren knækker, gren knækker, gren knækker, kvist"],
["KØRETØJER","ALARM","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","bil, auto, bil, bilalarm, alarm, arm chirp, disarm chirp, fob"],
["KØRETØJER","ANTIK","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","bil, auto, automobil, oldsmobile, model a, model t"],
["KØRETØJER","ATV","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, trehjulet, firehjulet, firehjulet, quadricykel, dune buggy"],
["KØRETØJER","CYKEL","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","cykel, cykel, liggecykel, ethjulet cykel, tandem, bmx"],
["KØRETØJER","BREMSE","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","bremse knirker, knirker, knirker"],
["KØRETØJER","BUS","VEHBus","VEH","City buses, school buses, Greyhound buses.","bybus, skolebus, greyhoundbus, bus, turistbus, dobbeltdækker"],
["KØRETØJER","BIL","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","bil, auto, automobil"],
["KØRETØJER","KONSTRUKTION","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","kran, bulldozer, rendegraver, gravemaskine, gravemaskine, gravemaskine, gaffeltruck"],
["KØRETØJER","DØR","VEHDoor","VEH","Car, van, truck. Their doors all go here.","bil, auto, bil, bildør, bildør, varevognsdør, lastbilsdør"],
["KØRETØJER","ELEKTRISK","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, golfvogn, el-scooter, elbil, el-motorcykel, tesla, elektrisk gokart"],
["KØRETØJER","NØDSITUATION","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","brandbil, brandbil, ambulance, politibil, SWAT-vogn"],
["KØRETØJER","LANDBRUG","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","traktor, mejetærsker, høstmaskine, høstmaskine"],
["KØRETØJER","FRAGT","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","store lastbiler, lastbil, sættevogn, lastbil, u-haul lastbil, penske, kassevogn, fragtbil"],
["KØRETØJER","GENERISK FORBI","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","bil, auto, automobil, forbipasserende"],
["KØRETØJER","HORN","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","bil, auto, bil, bil, bilhorn"],
["KØRETØJER","INTERIØR","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","bil, lastbil, varevogn, interiør, kørsel, om bord, bus"],
["KØRETØJER","JALOPY","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","bil, auto, automobil, hoppetøj, kassevogn, skrot, fejlstart, fejlstart, fejltænding, fejlfunktion, fejltænding, fejltænding, backfire"],
["KØRETØJER","MEKANISK","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","vindueskurv, handskerum, forrude, vinduesvisker, bagagerum, sikkerhedssele, sikkerhedssele, blinklys, gearskifte"],
["KØRETØJER","MILITÆR","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","kampvogn, APC, pansret mandskabsvogn, humvee, jeep"],
["KØRETØJER","DIVERSE","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","snescooter"],
["KØRETØJER","MOTORCYKEL","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","scooter, motorcykel, motorcykel, vespa, motocross, crossmotorcykel, dirt bike"],
["KØRETØJER","RACE/VÆDDELØB","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","bil, auto, automobil, racerbil, drag race bil, indy, formel 1, nascar, grand prix, monster truck"],
["KØRETØJER","SIRENE","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulance, politi, sirene, brandbil, brandmand, brandmand"],
["KØRETØJER","UDSKRIDNING","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","dæk skid, peel out, chuff, burnout"],
["KØRETØJER","AFFJEDRING","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","affjedring, stødfjedre, knirker, rasler"],
["KØRETØJER","DÆK","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","dæk, dæk, rulle"],
["KØRETØJER","LASTBIL","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","bil, auto, bil, personbil, personbil, pickup truck, varevogne, SUV, flatbed, "],
["KØRETØJER","KASSEVOGN","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["KØRETØJER","HESTEVOGN","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","vogn, diligence, buggy, vogn, vogn, trækvogn"],
["KØRETØJER","VINDUE","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","bil, auto, automobil, automatisk vindue, elektrisk vindue"],
["STEMMER","ALIEN","VOXAlien","VOX","Weird alien vocals here.","fremmedsprog, chewbacca"],
["STEMMER","BABY","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","kurrer, pludrer, snakker, snusker"],
["STEMMER","JUBLE","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","klap, buh, jubler, jubler, råber, woohoo, råber"],
["STEMMER","BARN","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","barn, teenager, tween"],
["STEMMER","GRÆDER","VOXCry","VOX","A single person crying.","græder, surmuler, snøfter, klynker, skælder, skælder ud, er såret"],
["STEMMER","INDSATS","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","anstrengelse, grynte, kæmpe, anstrenge sig, anstrenge sig"],
["STEMMER","HUNKØN","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","kvinde, kvindelig"],
["STEMMER","FUTZED","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","højttaler, taler, offentlig tale, bekendtgørelse"],
["STEMMER","HISTORISK","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","tale, foredrag, udsendelse, nyhed, historisk"],
["STEMMER","LATTER","VOXLaff","VOX","A single person laughing.","fnise, grine, grine, grine, hule, brøle, maniakalsk, hysterisk"],
["STEMMER","HANKØN","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","mand, mand"],
["STEMMER","DIVERSE","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","diverse"],
["STEMMER","REAKTION","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm, hm"],
["STEMMER","SKRIGE","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","råbe, skrige, skrige, død, falde"],
["STEMMER","SYNGE","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","synge, nynne, ditty"],
["STEMMER","HVISKE","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","hviske, hviske, mumle, tys"],
["VAND","BOBLER","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","boble, koge, simre, blub, glub, kedel, trylledrik"],
["VAND","AFLØB","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","afløb, gurgle, buldre, kloak, brusebad, vask, stormflod"],
["VAND","DRYPPE","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","dryp, plip, plop, risle, læk, hul, hule"],
["VAND","SYDE","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","brus, brus, brus, seltzer, skum, hvæser"],
["VAND","FLYDER","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","flod, bæk, å, strøm, vandløb, biflod, bæk, vandløb, bæk, bække, bække, kilde"],
["VAND","SPRINGVAND","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","springvand, sprøjte, rislen, siv, hvæs"],
["VAND","NEDSLAG/RAMMER","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","splash, bellyflop, kanonkugle, dybdebombe, sploosh"],
["VAND","SMÅ BØLGER/RUNDER","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","krusning, skæl, skrog, slag, slush"],
["VAND","DIVERSE","WATRMisc","WATR","Water sounds not fitting another category in this list.","diverse"],
["VAND","BEVÆGELSE","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","slush, wade, splash, splash, sweep, tread"],
["VAND","BLIKKENSLAGER","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","toiletskylning, håndvask, bruser,"],
["VAND","HÆLDE","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","hælde, fylde, dumpe, tømme"],
["VAND","PLASKE","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","plaske, svømme, vade, vade, dykke, dykke, kaste sig ned, skvulpe, nedsænke"],
["VAND","SPRØJTE","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","sprøjte, sprøjte, sprøjte, sprøjte, sprøjte, sprøjte"],
["VAND","DAMP","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","sprøjte, tåge, damp, damp, vådt hvæsen, sprudle"],
["VAND","BØLGER","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","kystlinje, kystlinje, kystlinje, strand, strand, vask"],
["VAND","TURBULENT","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","boblebad, bølgebassin, strøm, strøm, hvirvelstrøm, hvirvel"],
["VAND","UNDER VAND","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","undervand, strøm, turbulent"],
["VAND","VANDFALD","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","vandfald, kaskade, dæmning, torrent, niagara"],
["VAND","BØLGE","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","bølge, bølgebryder, tidevand, kysten, mole, skvulp, skvulp"],
["VÅBEN","RUSTNING","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","rustning, ringbrynje, hjelm, skælrustning, brystplade, kyrass, domaru, skinne, haramaki, skjold"],
["VÅBEN","PIL","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","pil, bolt, fletch, kogger"],
["VÅBEN","ØKSE","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","økse, økse, hugge, kasteøkse"],
["VÅBEN","STUMP","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","kølle, bat, stridskølle, kugle og kæde, nunchuck, krigshammer, krigshammer, stav, knojern, stridskølle, tonfa, natstav, køllestok, køllestok"],
["VÅBEN","BUE","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","langbue, sammensatte boks, armbrøst"],
["VÅBEN","KNIV","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","springkniv, kniv, kniv, butterflykniv, jagtkniv, hobbykniv, kløver, slagterkniv, gravknive, kokkekniv"],
["VÅBEN","DIVERSE","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","slangebøsse"],
["VÅBEN","POLEARM","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","spyd, gedde, harpun, hellebard, spyd, stangøkse, pollaxe"],
["VÅBEN","BELEJRING","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","katapult, trebuchet, rambukke, ballista, belejringstårn"],
["VÅBEN","SVÆRD","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, krumsabel, krumsværd, krumsværd, rapir, langsværd, samurai, huggeværd, fægtesværd, kattana, machete, sabel, vikingesværd, fløjte"],
["VÅBEN","PISK","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","pisk, hestepisk, pisk, piskeslag, piskeslag"],
["VEJR","HAGL","HAIL","HAIL","Hail on various surfaces.","hagl, is, slud"],
["VEJR","DIVERSE","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","diverse"],
["VEJR","STORM","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","orkan, tordenvejr, tyfon, slud, sandstorm, tornado, cyklon, haglvejr,"],
["VEJR","TORDEN","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","tordenvejr, lyn, tordenskjold, lyn, lyn, lyn, torden, torden, knæk, rulle, rumlen"],
["FLØJTE","MENNESKELIG","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","fløjte, jubel, menneske, ulvefløjte, signal"],
["FLØJTE","MEKANISK","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","dampskib, dommer, dommer, tud, politifløjte, tepotte, togfløjte"],
["FLØJTE","DIVERSE","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","dommer, næsefløjte"],
["VIND","DESIGNET","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","vindmaskine, syntetisk, kunstig, tonal"],
["VIND","GENEREL","WIND","WIND","Base and general wind category.","diverse"],
["VIND","VINDPUST","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","vindstød, blæst, vindfygning, brise, brise, buffet, vindstød, vindstød, vindstød, vindstød"],
["VIND","INTERIØR","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","interiør, lukke, raslende, støn, træk"],
["VIND","TONAL","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","hyl, fløjte, støn, støn, tonal"],
["VIND","TURBULENT","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","buffet, turbulent vind, stærk vind, voldsom vind, buffet"],
["VIND","VEGETATION","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","løv, vegetation, græs, træ, blad, plante, raslende"],
["VINDUE","TILDÆKNING","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","gardin, persienne, skodder, mørklægning, persienner"],
["VINDUE","ISENKRÆM","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","vindueslås, vindueskranke, vindueslås, vinduesforsegling"],
["VINDUE","BANKE","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","banke, rude, rasle"],
["VINDUE","METAL","WNDWMetl","WNDW","Metal framed windows, open and close.","metalramme"],
["VINDUE","DIVERSE","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","diverse"],
["VINDUE","PLASTIC","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","plastramme"],
["VINDUE","TRÆ","WNDWWood","WNDW","Wood framed windows, open and close.","træramme"],
["VINGER","FUGLE","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","fuglevinge, flap, fløjte"],
["VINGER","VÆSEN/SKABNING","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","dragevinge, fevinge, griffinvinge, sfinxvinge, englevinge, føniksvinge, kæmpe fuglevinge"],
["VINGER","INSEKT","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","flue, bi, libelle, møl, sommerfugl, bille, skarabæ, hveps, hveps, græshoppe"],
["VINGER","DIVERSE","WINGMisc","WING","Wing sounds not fitting another category in this list.","diverse"],
["TRÆ","BRÆKKE","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","knækker, revner, flækker, knuser, knuser, splintrer, splintrer"],
["TRÆ","SMADRE/NEDSLAGSRESTER","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","fald, vragrester, styrt, faldet, træ, tømmer"],
["TRÆ","FRIKTION","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","stress, skrammer, knirker, knirker, knirker, skriger"],
["TRÆ","HÅNDTERING","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
