[["ПОВІТРЯ","ПОТІК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","стиснене повітря, розгерметизувати, випускати, пихкати, бризкати, тріпотіти, продувати"],
["ПТАХИ","ТРОПІЧНІ","BIRDTrop","BIRD","Birds living in tropical locations, jungle and tropical rainforest birds. Parrots and Toucans.","папуга, тукан, кукабурра, лірохвіст, павич, какаду, омелюх, какаду, папуга, ібіс, ложкач, фламінго"],
["ПТАХИ","БОЛОТНІ","BIRDWade","BIRD","Long-legged, long-billed birds that feed primarily in shallow water. Think Herons and Egrets.","журавель, чапля, фламінго, ібіс, плиска, колпиця, лелека, чапля, плиска, сорока, лиска, журавель, чапля, гірка, чапля, лелека, бекас"],
["СУДНО","АЕРОЧОВЕН","BOATAir","BOAT","Specifically large fan airboats used in swamps. Think the type of boat used in the Everglades. Also hovercraft.","катер з вентилятором, катер на повітряній подушці, катер на повітряній подушці"],
["СУДНО","РОЗРІЗАННЯ ХВИЛЬ","BOATWash","BOAT","The waves pushed up by a boat or ship going through the water, a relatively clean recording.","носова мийка, поминки"],
["СУДНО","ДВЕРІ","BOATDoor","BOAT","Boat or Submarine doors. Some possible overlap with over DOOR categories or VEHICLES-DOOR.","люк, поромні двері, човнові двері, водонепроникні двері, суднові двері"],
["СУДНО","ЕЛЕКТРОЧОВЕН","BOATElec","BOAT","Any boat powered by electricity. Fairly rare. Possible a a radio controlled boat, or electric trolling motor.","тролінговий мотор"],
["СУДНО","РИБАЛЬСЬКІ","BOATFish","BOAT","Industrial fishing boats, crab boats, trawlers. Simple fishing boats to BOATS-MOTORBOAT.","краболовецьке судно, траулер, сейнер, лінійне судно, земснаряд, зябровловлювач, науково-дослідне судно"],
["СУДНО","ГУДОК","BOATHorn","BOAT","Horns on boats and ships. Fog horns would go in HORNS-AIR category.","судновий гудок, буксирний гудок"],
["СУДНО","ІНТЕР'ЄР","BOATInt","BOAT","Interior ambiences on boats and ships, ferries, cruise ships, navy ships.","корабель, паром, пором, круїзний лайнер, флот, військовий катер, буксир, вітрильник, яхта, нафтоналивний танкер, суховантаж, вантажне судно, фрахт, підводний човен"],
["СУДНО","МЕХАНІЗМ","BOATMech","BOAT","All manner of boat mechanisms. Sailing ship rigging, pulleys, ropes, ship wheels. See also BOATS-DOOR.","такелаж, шків, канат, суднове колесо, дросель, сітка, кліть, пастка, якір"],
["СУДНО","ВІЙСЬКОВІ","BOATMil","BOAT","Specifically military boats and ships, destroyers, aircraft carriers. Any military boat.","сторожовий корабель, есмінець, крейсер, лінкор, фрегат, корвет, швидкохідний десантний корабель"],
["СУДНО","РІЗНЕ","BOATMisc","BOAT","Boat sounds not fitting another category in this list.","весловий човен, дошка для веслування"],
["СУДНО","МОТОРНІ","BOATMotr","BOAT","General small boats, personal fishing boats, speedboats, pontoon boats. You average recreational boat.","малий катер, особистий рибальський човен, швидкісний катер, понтонний човен, катер, шлюпка, човен"],
["СУДНО","ПЕРЕГОНОВІ","BOATRace","BOAT","Powered racing boats, not for human powered racing boats, those would go under BOATS-ROWING.","гідролітак, катер на підводних крилах, реактивний катер"],
["СУДНО","ГРЕБНІ","BOATRow","BOAT","Canoes, rowboats, kayaks probably, human powered boats that use oars and paddles, even racing rowboats.","каное, гребний човен, байдарка, весло, весло, човен-дракон, гребний"],
["СУДНО","ВІТРИЛЬНІ","BOATSail","BOAT","Composite recordings of rigging and sails, isolated elements to CLOTH-FLAP for close sails, or BOATS-MECHANISM for rigging.","вітрильник, шхуна, ял, шлюп, кетч, моторний човен"],
["СУДНО","КОРАБЕЛЬ","BOATShip","BOAT","Large ship, passenger cruise ships, oil tankers, things relating to these.","велике судно, круїзний лайнер, нафтовий танкер, суховантаж, вантажне судно, фрахтівник"],
["СУДНО","ПАРОВІ","BOATStm","BOAT","Old steam paddle boats, big steam ship sounds.","парове судно, весловий пароплав, весловий пароплав, паровий двигун"],
["СУДНО","ПІДВОДНІ","BOATSub","BOAT","Relating to a submarine, include sonar pings. Classic 'Dive' alarm would go in ALARMS-SIREN with keyword Klaxon.","підводний човен, гідролокатор, підводний апарат, підводний човен"],
["СУДНО","ПІД ВОДОЮ","BOATUndwtr","BOAT","Specifically boats and ships recorded underwater, usually hydrophone recordings. SUBMARINES have their own subcategory.","човен, корабель, підводний, танкер, рибальське судно, моторний човен, підводний"],
["КУЛІ","ПРОЛІТАННЯ ПОВЗ","BLLTBy","BLLT","Bullet pass bys in air, or underwater.","куля, що пролітає повз, fwip"],
["КУЛІ","ВЛУЧЕННЯ","BLLTImpt","BLLT","Bullet hits and impacts, on a bullet hit on any material from the ground, to wood, to a person.","удар кулі, влучання кулі"],
["КУЛІ","РІЗНЕ","BLLTMisc","BLLT","Bullet sounds not fitting another category in this list.","різне"],
["КУЛІ","РИКОШЕТ","BLLTRico","BLLT","Bullet ricochets, that classic old west 'ping' when a bullet bounces off something.","рикошет, рикошет, відхилення"],
["КУЛІ","ГІЛЬЗА","BLLTShel","BLLT","Bullet shells ejecting and dropping to the ground. See also GUNS-HANDLING for things like loading or unloading a gun.","снаряд, гільза, викид"],
["МУЛЬТИПЛІКАЦІЯ","ТВАРИНА","TOONAnml","TOON","Cartoon animals, made from animals calls, props, etc. Very silly or stylized animals calls for use in Cartoons.","фальшивий звір, мисливський клич, качиний клич"],
["МУЛЬТИПЛІКАЦІЯ","ПРУЖИНА","TOONBoing","TOON","Cartoon boings, like for a bouncing cartoon character. Roger Rabbit or Tigger from Winnie the Pooh.","щелепна арфа, ротова арфа"],
["МУЛЬТИПЛІКАЦІЯ","МЕТАЛЕВИЙ ЗВУК","TOONClang","TOON","Cartoon clangs, like a funny anvil hit. Most likely a very metallic resonant hit.","брязкальце, металевий"],
["МУЛЬТИПЛІКАЦІЯ","СКРИП","TOONCreak","TOON","Cartoon creaks, some overlap or confusion with CARTOON-STRETCH possible.","гумовий, дерев'яний"],
["МУЛЬТИПЛІКАЦІЯ","КЛАКСОН","TOONHorn","TOON","Cartoon horns, as in bulb horns, clown horns.","ріжок лампочки, гудок, клоунський ріжок"],
["МУЛЬТИПЛІКАЦІЯ","УДАР","TOONImpt","TOON","Cartoon hits, bonk, boink, doink..","бонк, бух, дзеньк"],
["МУЛЬТИПЛІКАЦІЯ","МАШИНА","TOONMach","TOON","Cartoon machines, an overly comical sounding machine or contraption. A Rube Goldberg contraption.","вигадка, комічна машина, машина Руба Ґолдберґа"],
["МУЛЬТИПЛІКАЦІЯ","РІЗНЕ","TOONMisc","TOON","Cartoon sounds not fitting another category in this list.","мультяшний, хлюпати, хлюпати, хлюпати, хлюпати"],
