[["ILMA","PUHALLUS","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","paineilma, paineenalennus, vapautus, puhallus, räiskintä, räpyttely, huuhtelu, puhdistus"],
["ROBOTTI","PUHEÄÄNI","ROBTVox","ROBT","Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","droid, chirp, beep, whistle, bot."],
["KIVI","HAJOAMINEN","ROCKBrk","ROCK","Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Murtuu, halkeaa, repeää, murskaantuu, murskaantuu..."],
["KIVI","MURSKAUS & PIRSTALEET","ROCKCrsh","ROCK","Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Putoaminen, roskat"],
["KIVI","KITKA","ROCKFric","ROCK","Rock creaks, scrapes... the stress of rock about to break.","Stressi, raapii, narisee, vinkuu, kitisee, narisee"],
["KIVI","KÄSITTELY","ROCKHndl","ROCK","Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","käsitellä, tarttua, asettaa, noutaa, asettaa alas, heittää, ottaa kiinni."],
["KIVI","ISKU","ROCKImpt","ROCK","Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Hit, Drop, Impact, Crash, Clunk, Clang, Clink, Clink, Chop"],
["KIVI","SEKALAINEN","ROCKMisc","ROCK","Rock sounds not fitting another category in this list.","sekalaiset"],
["KIVI","LIIKE","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Vedä, rullaa, kolisee, ravistaa"],
["KIVI","TONAALINEN","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Bowed, Ring, Wronk, Shing, Warp."],
["KÖYSI","NARINA","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","venyttää, jännittää, vetää"],
["KÖYSI","KÄSITTELY","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","handle, grab, set, pickup, set down, toss, catch, catch"],
["KÖYSI","ISKU","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","osuma, pudotus, isku"],
["KÖYSI","SEKALAINEN","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","sekalaiset"],
["KÖYSI","LIIKE","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, knot, tie, tie"],
["KUMI","MURSKAUS & PALASET","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","roskat, hajottaa, plop"],
["KUMI","KITKA","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","squeak, creak, drag, rub, scrape, groan (vinkua, narista, vetää)"],
["KUMI","KÄSITTELY","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","handle, grab, set, pickup, set down, toss, catch, catch"],
["KUMI","ISKU","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","smack, impact, hit, bounce, drop, pudota"],
["KUMI","SEKALAISET","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","sekalaiset"],
["KUMI","LIIKE","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","liike, veto, läppä, läppä"],
["KUMI","TONAALINEN","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","ääni, kumi, laulu"],
["SCIFI","HÄLYTIN","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","sci-fi hälytys, hälytys, varoitus"],
["SCIFI","TIETOKONE","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","tietokone, konsoli, käyttöliittymä, holoruutu."],
["SCIFI","OVI","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","sci-fi ovi, ilmalukko"],
["SCIFI","ENERGIA","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","hiukkanen, pyörre, kuljetin, hologrammi, voimakenttä"],
["SCIFI","ISKU","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","energiaisku, energia-aalto, voimakenttä"],
["SCIFI","KONE","SCIMach","SCI","Future technology machines, transporters, food replicators.","teleportti, ruokareplikaattorit, holokansi"],
["SCIFI","MEKANISMI","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","trikooderi, scifilaite, vekotin, vekotin"],
["SCIFI","SEKALAINEN","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","sekalaiset"],
["SCIFI","RETRO","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","vanha scifi"],
["SCIFI","AVARUUSALUS","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","avaruusalus, ufo, emoalus, taisteluristeilijä, tähtilaiva"],
["SCIFI","KULKUVÄLINE","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","kuun kulkija, maastoajoneuvo, kiihdytinpyörä, ilmatyynyalusta, podracer"],
["SCIFI","ASE","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","valomiekat, eksoottinen ase"],
["LUMI","SORTUMINEN & IRTOLUMI","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","lumipallo, lumisade"],
["LUMI","KITKA","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","stressi, raapiminen, narina, vinkuminen, narina, narina"],
["LUMI","KÄSITTELY","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","käsitellä, tarttua, asettaa, noutaa, laskea, heittää, ottaa kiinni."],
["LUMI","ISKU","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","lumipallo, lumipyry, kaatua, pudota, pudota"],
["LUMI","SEKALAINEN","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","sekalaiset"],
["LUMI","LIIKE","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","kahlata, raahata, aurata, kahlata, kahlata"],
["URHEILU","SISÄKENTTÄ","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","koripallo, tennis, miekkailu, lentopallo, racquetball, sulkapallo, verkkopallo, squash, polttopallo, shuffleboard, käsipallo."],
["URHEILU","ULKOKENTTÄ","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","jalkapallo, jalkapallo, pesäpallo, maahockey, kriketti, rugby, poolo, lacrosse"],
["URHEILU","SALI","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","nyrkkeily, paini, voimistelu, voimaharjoittelu, kamppailulajit, karate, judo, tae kwon do, dojo, kung-fu."],
["URHEILU","SISÄ","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","keilailu, biljardi, pingis, tikanheitto."],
["URHEILU","SEKALAINEN","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","golf"],
["URHEILU","SKEITTAUS","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","rullalautailu, rullaluistelu, rullaluistelu, potkulautailu."],
["URHEILU","YLEISURHEILU","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","pituushyppy, juoksu, seiväshyppy, kuulantyöntö, keihäänheitto."],
["URHEILU","UINTI","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","uinti, vesipallo, vesilentopallo, sukellus, vesihiihto, lainelautailu, leijalautailu, sukellus, snorklaus"],
["URHEILU","TALVI","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","hiihto, lumilautailu, kelkkailu, luistelu, kelkkailu, curling, jääkiekko, kelkkailu, pikaluistelu."],
["SWOOSH","VIUHAHDUS","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing"],
["SWOOSH","HUMAHDUS","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["TYÖKALU","PUUTARHA","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","harava, kauha, lapio, lastauslasta, luuta, karsintaleikkuri, puutarhahaarukka, maanmuokkaaja, oksasakset, lapio, rikkaruohomurskaaja."],
["TYÖKALU","KÄSITYÖKALU","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","vasara, ruuvimeisseli, pihdit, jakoavain, räikkä, hylsy, käsisaha, puristin, leikkuri, taltta, taltta, kaapin, nitojapistooli, viila, sakset"],
["TYÖKALU","SEKALAINEN","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","sekalaiset"],
["TYÖKALU","PAINEILMA","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","ilmavasara, paineilmatyökalu, paineilmasakseli, naulapyssyt"],
["TYÖKALU","SÄHKÖTYÖKALU","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","porakone, moottorisaha, pyörösaha, pistosaha, hiomakone, hihnahiomakone, jyrsin, sähkökäyttöinen ruuvinväännin, kuumailmapuhallin, porakone, pöytäsaha"],
["LELU","ELEKTRONINEN","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","kauko-ohjattava auto, peliauto, puhu ja loitsu, furby"],
["LELU","MEKAANINEN","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","kelattava lelu, lelurobotti, kelattava lelu, kelattava lelu"],
["LELU","SEKALAINEN","TOYMisc","TOY","Toy sounds not fitting another category in this list.","Toimintahahmo, nukke, pehmolelu"],
["JUNA","JARRU","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","rikkoutuu, kirskuu, jauhaa"],
["JUNA","KOLINA","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","clack"],
["JUNA","OVI","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","junan ovi, metron ovi"],
["JUNA","DIESELVETURI","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","diesel-juna"],
["JUNA","SÄHKÖJUNA","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","lähijuna, aluejuna, kaupunkijuna, kaupunkien välinen juna, kevytrautatie."],
["JUNA","LUOTIJUNA","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","huipputeknologiajuna, maglev, monorail, hyperloop, luodijuna"],
["JUNA","TORVI","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","junan torvi, metron torvi"],
["JUNA","INTERIÖÖRI","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","lähijuna, aluejuna, kaupunkijuna, kaupunkien välinen juna, kevytrautatie, tavarajuna, metro, monoraili"],
["JUNA","MEKANISMI","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","shunt, decouple"],
["JUNA","SEKALAINEN","TRNMisc","TRN","Train sounds not fitting another category in this list.","sekalaiset"],
["JUNA","HÖYRYJUNA","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","höyryjuna, hiilijuna"],
["JUNA","METRO","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","metro, metro, metro, metro, metro, rer"],
["JUNA","RAITIOVAUNU","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","raitiovaunu, johdinauto, köysirata, köysirata, köysirata, tartuntakiskovaunu."],
["KÄYTTÖLIITTYMÄ","HÄLYTYS","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","hälytys, äänimerkki, tekstiviesti, ilmoitus, käynnistys"],
["KÄYTTÖLIITTYMÄ","PIIPPAUS","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","tietokoneen äänimerkki, puhelimen äänimerkki"],
["KÄYTTÖLIITTYMÄ","KLIKKAUS","UIClick","UI","Typing clicks, button press clicks, response to input.","klikkaus, napautus, kirjoittaminen"],
["KÄYTTÖLIITTYMÄ","DATA","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","data, käsittely, informaatio, ajattelu"],
["KÄYTTÖLIITTYMÄ","VIRHE","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","glitch, toimintahäiriö, vika, ydin paniikki, guru meditaatio virhe"],
["KÄYTTÖLIITTYMÄ","SEKALAINEN","UIMisc","UI","User Interface sounds not fitting another category in this list.","sekalainen"],
["KÄYTTÖLIITTYMÄ","LIIKE","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","pyyhkäisy, selaus, zoomaus, sivujen selaus"],
["KASVILLISUUS","HEINÄ","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","ruohon kahina, käveleminen, heinän, vehnän läpi..."],
["KASVILLISUUS","LEHTI","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","lehtien pyörre, lehtien putoaminen, lehtien putoaminen, lehtikasa"],
["KASVILLISUUS","SEKALAINEN","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","foliage"],
["KASVILLISUUS","PUU","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","puun kaatuminen, oksan katkeaminen, oksan katkeaminen, oksa, oksa"],
["KULKUVÄLINE","HÄLYTIN","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","auto, auto, automobile, autohälytin, hälyttimen viritys, virityksen poisto, hälytyslaite, fob"],
["KULKUVÄLINE","ANTIIKKI","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","auto, auto, auto, automobile, oldsmobile, a-malli, t-malli"],
["KULKUVÄLINE","MÖNKIJÄ","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, kolmipyöräinen, nelipyöräinen, nelipyöräinen, nelipyörä, dyyni buggy"],
["KULKUVÄLINE","POLKUPYÖRÄ","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","polkupyörä, polkupyörä, mönkijä, yksipyöräinen, tandem, bmx"],
["KULKUVÄLINE","JARRU","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","jarrujen vinkuminen, narina, narskutus, jauhaminen"],
["KULKUVÄLINE","BUSSI","VEHBus","VEH","City buses, school buses, Greyhound buses.","kaupunkibussi, koulubussi, greyhound-bussi, linja-auto, turistibussi, kaksikerroksinen bussi"],
["KULKUVÄLINE","AUTO","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","auto, auto, auto, auto"],
["KULKUVÄLINE","RAKENNUSTYÖMAA","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","nosturi, puskutraktori, kaivinkone, kaivinkone, kaivinkone, haarukkatrukki"],
["KULKUVÄLINE","OVI","VEHDoor","VEH","Car, van, truck. Their doors all go here.","auto, auto, auto, henkilöauto, auton ovi, pakettiauton ovi, kuorma-auton ovi"],
["KULKUVÄLINE","SÄHKÖ","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, golfkärry, sähköskootteri, sähköauto, sähkömoottoripyörä, tesla, sähkögokart"],
["KULKUVÄLINE","HÄTÄTILANNE","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","paloauto, paloauto, ambulanssi, poliisiauto, SWAT-auto, SWAT-pakettiauto"],
["KULKUVÄLINE","MAATILA","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","traktori, leikkuupuimuri, puimuri, harvesteri"],
["KULKUVÄLINE","RAHTI","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","iso kuorma-auto, kuorma-auto, puolirekka, u-haul kuorma-auto, penske, laatikkokuorma-auto, tavarankuljetusrekka"],
["KULKUVÄLINE","OHITUS","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","auto, auto, auto, auto, ohi"],
["KULKUVÄLINE","TORVI","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","auto, auto, auto, auto, auton torvi"],
["KULKUVÄLINE","INTERIÖÖRI","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","auto, kuorma-auto, pakettiauto, sisustus, ajo, kyydissä, bussi"],
["KULKUVÄLINE","RÄMÄ","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","auto, auto, automobile, hoopty, clunker, junker, false start, misfiring, malfunctioning, misfire, backfire, backfire"],
["KULKUVÄLINE","MEKAANINEN","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","ikkunakampi, hansikaslokero, tuulilasi, pyyhin, tavaratila, turvavyö, turvavyö, vilkku, vaihteensiirto"],
["KULKUVÄLINE","SOTILAS","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","panssarivaunu, APC, panssaroitu miehistönkuljetusvaunu, humvee, jeeppi"],
["KULKUVÄLINE","SEKALAINEN","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","moottorikelkka"],
["KULKUVÄLINE","MOOTTORIPYÖRÄ","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","skootteri, moottoripyörä, moottoripyörä, vespa, motocross, maastopyörä, maastopyörä"],
["KULKUVÄLINE","KILPA-AUTO","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","auto, auto, automobile, kilpa-auto, drag race car, indy, formula 1, nascar, grand prix, monster truck"],
["KULKUVÄLINE","SIREENI","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulanssi, poliisi, sireeni, paloauto, palomies."],
["KULKUVÄLINE","RENGAS LIUKU","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","rengas luistaa, kuoriutua, chuff, burnout"],
["KULKUVÄLINE","JOUSITUS","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","jousitus, iskunjouset, vinkuminen, kolina."],
["KULKUVÄLINE","RENGAS","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","rengas, rengas, rulla"],
["KULKUVÄLINE","REKKA, PAKU & MAASTURI","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","auto, auto, auto, henkilöauto, henkilöauto, lava-auto, pakettiauto, maasturi, lava-auto, "],
["KULKUVÄLINE","GOLFAUTO JNE","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["KULKUVÄLINE","VANKKURI","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","wagon, stagecoach, buggy, carriage, wood cart"],
["KULKUVÄLINE","IKKUNA","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","auto, auto, automobile, automaattinen ikkuna, sähköinen ikkuna, sähköinen ikkuna"],
["PUHEÄÄNI","AVARUUSOLIO","VOXAlien","VOX","Weird alien vocals here.","muukalaiskieli, chewbacca"],
["PUHEÄÄNI","VAUVA","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","coo, lörpöttely, hössötys, nuuskaaminen"],
["PUHEÄÄNI","HURRAUS","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","taputtaa, buu, hurrata, jee, huutaa, woohoo, huutaa, huutaa"],
["PUHEÄÄNI","LAPSI","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","lapsi, teini, teini-ikäinen"],
["PUHEÄÄNI","ITKU","VOXCry","VOX","A single person crying.","itkeä, murjottaa, nyyhkyttää, vinkua, räksyttää, hössöttää, haavoittunut..."],
["PUHEÄÄNI","PONNISTUS","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","ponnistella, murista, kamppailla, ponnistella, ponnistella, ponnistella"],
["PUHEÄÄNI","NAINEN","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","nainen, nainen"],
["PUHEÄÄNI","KAIUTIN","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","puhuja, julkinen puhe, ilmoitus"],
["PUHEÄÄNI","HISTORIALLINEN","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","puhe, luento, lähetys, uutinen, historiallinen"],
["PUHEÄÄNI","NAURU","VOXLaff","VOX","A single person laughing.","kikattaa, nauraa, nauraa, huutaa, huutaa, maaninen, hysteerinen"],
["PUHEÄÄNI","MIES","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","mies, mies"],
["PUHEÄÄNI","SEKALAINEN","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","sekalainen"],
["PUHEÄÄNI","REAKTIO","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, ahhh, er, em, hmm, hm, hm"],
["PUHEÄÄNI","HUUTO","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","huutaa, huutaa, huutaa, kuolema, kaatua"],
["PUHEÄÄNI","LAULU","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","laulaa, hyräillä, hymyillä, lorutella"],
["PUHEÄÄNI","KUISKAUS","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","kuiskailla, mutista, hyssytellä, hyssytellä"],
["PUHEÄÄNI","KUPLA","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","kupla, kiehua, hauduttaa, blub, glub, kattila, juoma, potion"],
["VESI","VIEMÄRI","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","viemäri, gurgle, burble, viemäri, suihku, pesuallas, myrskyviemäri."],
["VESI","TIPPA","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","tiputtaa, pläjähtää, pläjähtää, tihkua, vuotaa, luolastua."],
["VESI","SIHINÄ","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","fizz, sizzle, seltzer, vaahto, hissle, hissel"],
["VESI","VIRTAUS","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","river, stream, creek, current, watercourse, tributary, brook, runnel, rivulet, spring"],
["VESI","SUIHKULÄHDE","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","suihkulähde, suihku, tihku, sihinä"],
["VESI","ISKU","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","splash, bellyflop, cannonball, depth charge, sploosh, sploosh"],
["VESI","LIPLAP","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","ripple, lap, rungon, slap, slosh"],
["VESI","SEKALAINEN","WATRMisc","WATR","Water sounds not fitting another category in this list.","sekalaiset"],
["VESI","LIIKE","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","slosh, wade, splash, sweep, tread"],
["VESI","VESIJOHTO","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","WC:n huuhtelu, pesuallas, suihku,"],
["VESI","KAATO","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","pour, fill, dump, empty"],
["VESI","LOISKAHDUS","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","splash, swim, wade, dive, plunge, slosh, submerge, uppoaa"],
["VESI","SUIHKU","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","spray, spritz, squirt, gush, sprinkle, sprinkle"],
["VESI","HÖYRY","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","spritz, sumu, höyry, märkä hiss, sputter, sputter"],
["VESI","AALLOKKO","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","rantaviiva, rantaviiva, merenranta, ranta, pestä, pestä"],
["VESI","PYÖRRE","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","poreallas, aaltoallas, koski, pyörre, pyörre, pyörre"],
["VESI","VEDENALAINEN","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","vedenalainen, virtaus, turbulentti"],
["VESI","VESIPUTOUS","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","vesiputous, putous, pato, virta, niagara"],
["VESI","AALTO","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","aalto, aallonmurtaja, vuorovesi, merenranta, laituri, lappaus"],
["ASE","HAARNISKA","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","haarniskat, ketjupanssari, kypärä, suomupanssari, rintapanssari, rintakilpi, kuriiri, domaru, lastoitus, haramaki, kilpi."],
