[["LUFT","BLÅSE","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","trykkluft, trykkavlastning, slipp, pust, sputter, flagre, rensing"],
["VERKTØY","ELEKTRISK","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","drill, motorsag, sirkelsag, stikksag, slipemaskin, båndsliper, overfres, elektrisk skrutrekker, varmepistol, borepresse, bordsag"],
["LEKER","ELEKTRONISK","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","fjernstyrt bil, spilleautomat, snakk og stave, furby"],
["LEKER","MEKANISK","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","opprullingsleke, lekerobot, opprullingsleke"],
["LEKER","DIVERSE","TOYMisc","TOY","Toy sounds not fitting another category in this list.","actionfigur, dukke, kosedyr"],
["TOG","BREMS","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","bryter, skrik, grinder"],
["TOG","KLAKK","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","klakk"],
["TOG","DØR","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","togdør, t-banedør"],
["TOG","DIESEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","dieseltog"],
["TOG","ELEKTRISK","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","pendeltog, regionaltog, bybane, interbytog, bybane"],
["TOG","HØYHASTIGHETSTOG","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","høyteknologisk tog, maglev, monorails, hyperloop, kuletog"],
["TOG","HORN","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","toghorn, t-banehorn"],
["TOG","INTERIØR","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","pendeltog, regionaltog, bylinje, intercitytog, bybane, godstog, t-bane, monorail"],
["TOG","MEKANISME","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","shunt, frakoble"],
["TOG","DIVERSE","TRNMisc","TRN","Train sounds not fitting another category in this list.","Diverse"],
["TOG","DAMP","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","damptog, kulltog"],
["TOG","T-BANE","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","metro, t-bane, røret, rer"],
["TOG","TRIKK","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","trikk, tralle, taubane, taubane, gripevogn"],
["BRUKERGRENSESNITT","ADVARSEL","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","varsel, tone, tekstmelding, varsling, oppstart"],
["BRUKERGRENSESNITT","PIP","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","datapip, telefonpip"],
["BRUKERGRENSESNITT","KLIKK","UIClick","UI","Typing clicks, button press clicks, response to input.","klikk, trykk, skriv"],
["BRUKERGRENSESNITT","DATA","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","data, prosessering, informasjon, tenkning"],
["BRUKERGRENSESNITT","GLITCH","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","feil, funksjonsfeil, feil, kjernepanikk, guru-meditasjonsfeil"],
["BRUKERGRENSESNITT","DIVERSE","UIMisc","UI","User Interface sounds not fitting another category in this list.","Diverse"],
["BRUKERGRENSESNITT","BEVEGELSE","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","sveipe, bla, zoome, side"],
["VEGETASJON","GRESS","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","gress rasle, gå gjennom, høy, hvete"],
["VEGETASJON","BLAD","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","bladvirvel, bladfall, blader som faller, bladhaug"],
["VEGETASJON","DIVERSE","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","løvverk"],
["VEGETASJON","TRÆR","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","trefall, greinknips, greinbrudd, kvist"],
["KJØRETØY","ALARM","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","bil, bil, bil, bilalarm, armkvitring, desarmeringskvitter, fob"],
["KJØRETØY","GAMMEL","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","bil, bil, bil, oldsmobile, modell a, modell t"],
["KJØRETØY","ATV","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","firhjuling, trehjuling, firehjuling, firehjuling, sanddynevogn"],
["KJØRETØY","SYKKEL","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","sykkel, sykkel, liggende, enhjuling, tandem, bmx"],
["KJØRETØY","BREMSE","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","brems squeal, screech, grind"],
["KJØRETØY","BUSS","VEHBus","VEH","City buses, school buses, Greyhound buses.","bybuss, skolebuss, greyhoundbuss, buss, turbuss, dobbeltdekker"],
["KJØRETØY","BIL","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","bil, bil, bil"],
["KJØRETØY","ANLEGG","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","kran, bulldoser, traktorgraver, gravemaskin, graver, gaffeltruck"],
["KJØRETØY","DØR","VEHDoor","VEH","Car, van, truck. Their doors all go here.","bil, bil, bil, bildør, varebildør, lastebildør"],
["KJØRETØY","ELEKTRISK","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, golfbil, elektrisk scooter, elbil, elektrisk motorsykkel, tesla, elektrisk gokart"],
["KJØRETØY","NØD","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","brannbil, brannbil, ambulanse, politibil, SWAT varebil"],
["KJØRETØY","BONDEGÅRD","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","traktor, skurtresker, husker, hogstmaskin"],
["KJØRETØY","FRAKT","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","store rigger, lastebil, semi-lastebil, u-haul lastebil, penske, kassebil, godsbil"],
["KJØRETØY","GENERISK PASSERING","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","bil, bil, bil, gå forbi"],
["KJØRETØY","HORN","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","bil, bil, bil, bilhorn"],
["KJØRETØY","INTERIØR","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","bil, lastebil, varebil, interiør, kjøring, ombord, buss"],
["KJØRETØY","ULYD","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","bil, bil, bil, hoopty, clunker, junker, falsk start, feiltenning, funksjonsfeil, feiltenning, tilbakeslag"],
["KJØRETØY","MEKANISME","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","vindusveiv, hanskerom, frontrute, visker, bagasjerom, sikkerhetsbelte, sikkerhetsbelte, blinklys, girskift"],
["KJØRETØY","MILITÆRT","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","tank, APC, pansret personellvogn, humvee, jeep"],
["KJØRETØY","DIVERSE","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","snøscooter"],
["KJØRETØY","MOTORSYKKEL","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","scooter, motorsykkel, motorsykkel, vespa, motocross, dirt bike"],
["KJØRETØY","RACE","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","bil, bil, bil, racerbil, drag racerbil, indy, formel 1, nascar, grand prix, monstertruck"],
["KJØRETØY","SIRENE","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulanse, politi, sirene, brannbil, brannmann"],
["KJØRETØY","SKRENS","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","dekksklir, peel out, chuff, burnout"],
["KJØRETØY","FJÆRING","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","fjæring, sjokkfjærer, knirk, skrangle"],
["KJØRETØY","DEKK","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","dekk, dekk, rull"],
["KJØRETØY","PICK-UP OG SUV","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT."," bil, bil, bil, passasjer lastebil, pickup lastebil, varebiler, suv, flatbed,"],
["KJØRETØY","BRUKSVOGN","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side ved side, rzr, ranger, cushman, gator"],
["KJØRETØY","VOGN","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","vogn, diligens, buggy, vogn, vedvogn"],
["KJØRETØY","VINDU","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","bil, bil, bil, automatisk vindu, elektrisk vindu"],
["STEMMER","ALIEN","VOXAlien","VOX","Weird alien vocals here.","fremmed språk, chewbacca"],
["STEMMER","BABY","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","kurre, pludre, mas, snuse"],
["STEMMER","JUBEL","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","klapp, bu, hei, yay, rop, woohoo, rop"],
["STEMMER","BARN","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","barn, tenåring, tween"],
["STEMMER","GRÅT","VOXCry","VOX","A single person crying.","gråte, trutmunn, hulk, sutring, skrik, mas, såret"],
["STEMMER","EFFORTS","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","innsats, grynt, strev, anstrengelse, anstrengelse"],
["STEMMER","KVINNE","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","kvinne, kvinne"],
["STEMMER","HØYTTALER","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","foredragsholder, offentlig tale, kunngjøring"],
["STEMMER","HISTORISK","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","tale, foredrag, kringkasting, nyheter, historisk"],
["STEMMER","LATTER","VOXLaff","VOX","A single person laughing.","fnise, humre, le, tute, rope, manisk, hysterisk"],
["STEMMER","MANN","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","mann, mann"],
["STEMMER","DIVERSE","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","Diverse"],
["STEMMER","REAKSJON","VOXReac","VOX","A single Ooo or Aah and things of that nature.","åh, åå, åå, ah, ahh, ahhh, eh, em, hmm, hm"],
["STEMMER","ROPING","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","rop, rop, skrik, død, fall"],
["STEMMER","SANG","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","synge, nynne, tullete"],
["STEMMER","HVISKE","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","hviske, murre, stille"],
["VANN","BOBLER","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","boble, koke, småkoke, blub, glub, gryte, potion"],
["VANN","SLUK","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","avløp, gurgle, burble, kloakk, dusj, vask, stormavløp"],
["VANN","DRYPP","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","drypp, plip, plopp, trickle, lekkasje, hule"],
["VANN","FRESE","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","brus, sus, seltzer, skum, sus"],
["VANN","STRØMME","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","elv, bekk, bekk, strøm, vassdrag, sideelv, bekk, løp, elv, vår"],
["VANN","FONTENE","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","fontene, spray, sildre, hvese"],
["VANN","SLAG OG TREFF","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","sprut, bellyflop, kanonkule, dybdeladning, sprut"],
["VANN","SKVULP","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","krusning, lap, skrog, smell, slask"],
["VANN","DIVERSE","WATRMisc","WATR","Water sounds not fitting another category in this list.","Diverse"],
["VANN","BEVEGELSE","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","skvette, vasse, plaske, feie, tråkke"],
["VANN","VVS","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","toalettspyling, vask, dusj,"],
["VANN","HELLE","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","helle, fyll, dump, tøm"],
["VANN","PLASK","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","plaske, svømme, vasse, dykke, stupe, skvette, senke seg"],
["VANN","SPRUTE","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","spray, spritz, sprut, sprut, dryss"],
["VANN","DAMP","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","sprut, tåke, damp, våt susing, sprut"],
["VANN","BØLGEBRUS","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","kystlinje, strandlinje, strandlinje, strand, vask"],
["VANN","TURBULENT","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","boblebad, bølgebasseng, stryk, malstrøm, virvel"],
["VANN","UNDERVANNS","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","under vann, flyt, turbulent"],
["VANN","FOSS","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","foss, kaskade, demning, torrent, niagara"],
["VANN","BØLGE","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","bølge, molo, tidevann, strand, brygge, lapping"],
["VÅPEN","RUSTNING","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","rustning, ringbrynje, ror, skalarustning, brynje, cuirass, domaru, skinne, haramaki, skjold"],
["VÅPEN","PIL","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","pil, bolt, fletch, kogger"],
["VÅPEN","ØKS","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","øks, øks, hogg, kasteøks"],
["VÅPEN","SLØV","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","kølle, balltre, mace, ball og kjede, nunchuck, krigshammer, warhammer, stav, messingknoker, slagle, tonfa, nattstokk, kos"],
["VÅPEN","BUE","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","langbue, sammensatt boks, armbrøst"],
["VÅPEN","KNIV","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","switchblade, jekkekniv, sommerfuglkniv, jaktkniv, verktøykniv, klyver, slakterkniv, skytterkniv, kokkekniv"],
["VÅPEN","DIVERSE","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","sprettert"],
["VÅPEN","SPYD","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","spyd, gjedde, harpun, hellebard, spyd, stangøks, høne"],
["VÅPEN","BELEIRING","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","katapult, trebuchet, slagram, ballista, beleiringstårn"],
["VÅPEN","SVERD","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, scimitar, broadsword, rapier, longsword, samurai, cutlass, fektesverd, kattana, machete, sabel, viking sverd, folie"],
["VÅPEN","PISK","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","bullwhip, hestepisk, piske, piskeknekk"],
["VÆR","HAGL","HAIL","HAIL","Hail on various surfaces.","hagl, is, sludd"],
["VÆR","DIVERSE","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","Diverse"],
["VÆR","STORM","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","orkan, tordenvær, tyfon, sludd, sandstorm, tornado, syklon, haglstorm,"],
["VÆR","TORDEN","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","tordenvær, lyn, torden, torden, lyn, torden, sprekk, rulle, rumling"],
["FLØYTE","PLYSTRING","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","fløyte, jubel, menneske, ulvefløyte, signal"],
["FLØYTE","MEKANISK","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","dampskip, dommer, tute, politifløyte, tekanne, togfløyte"],
["FLØYTE","DIVERSE","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","ref, nesefløyte"],
["VIND","DESIGN","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","vindmaskin, syntetisk, kunstig, tonal"],
["VIND","DIVERSE","WIND","WIND","Base and general wind category.","Diverse"],
["VIND","VINDKAST","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","vindkast, blåst, vind, vind, buffé, bølge, kuling, storm"],
["VIND","INTERIØRT","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","interiør, lukker, skrangle, stønn, trekk"],
["VIND","TONAL","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","hyle, plystre, stønn, tonal"],
["VIND","TURBULENT","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","buffet, turbulent vind, sterk vind, voldsom vind, buffet"],
["VIND","VEGETASJON","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","løvverk, vegetasjon, gress, tre, blad, plante, rasling"],
["VINDU","GARDINER","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","gardin, persienner, lukker, mørklegging, skjermer"],
["VINDU","BESLAG","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","vinduslås, vindusveiv, vinduslås, vinduspakning"],
["VINDU","BANKE","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","banke, rute, skrangle"],
["VINDU","METALL","WNDWMetl","WNDW","Metal framed windows, open and close.","metall ramme"],
["VINDU","DIVERSE","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","Diverse"],
["VINDU","PLAST","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","plastramme"],
["VINDU","TRE","WNDWWood","WNDW","Wood framed windows, open and close.","treramme"],
["VINGER","FUGL","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","fuglevinge, klaff, flagre"],
["VINGER","VESEN","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","dragevinge, fevinge, griffinvinge, sfinksvinger, englevinge, føniksvinge, gigantiske fuglevinger"],
["VINGER","INSEKT","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","flue, bie, øyenstikker, møll, sommerfugl, bille, skarabee, hornet, veps, gresshoppe"],
["VINGER","DIVERSE","WINGMisc","WING","Wing sounds not fitting another category in this list.","Diverse"],
["TRE","KNUSE","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","knekker, sprekker, river, knuser, knuser, splinter"],
["TRE","KRÆSJ OG FRAGMENTER","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","fall, rusk, krasj, fall, tømmer"],
["TRE","FRIKSJON","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","stress, skraper, knirker, knirker, skrik"],
["TRE","HÅNDTERING","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","håndtere, gripe, sette, hente, sette ned, kaste, fange"],
["TRE","TREFF","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","treff, slipp, støt, krasje, klunk, klirr, klirr, hogg"],
["TRE","DIVERSE","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","Diverse"],
["TRE","BEVEGELSE","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","dra, rulle, skrangle, riste"],
["TRE","TONAL","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","bøyd, ring, wronk, shing, warp"]]
