[["LUFT","BLASEN","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","Druckluft, Druck ablassen, ablassen, puff, sputter, flutter, purge"],
["ROBOTER","STIMME","ROBTVox","ROBT","Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","Droide, zwitschern, piepen, pfeifen, Bot"],
["STEINE & FELSEN","BRECHEN","ROCKBrk","ROCK","Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Brüche, Risse, Risse, Scherben, Knirschen"],
["STEINE & FELSEN","CRASH & TRÜMMER","ROCKCrsh","ROCK","Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Sturz, Trümmer"],
["STEINE & FELSEN","FRIKTION","ROCKFric","ROCK","Rock creaks, scrapes... the stress of rock about to break.","Stress, Schrammen, Knarren, Quietschen, Kreischen"],
["STEINE & FELSEN","HANTIEREN","ROCKHndl","ROCK","Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","Griff, greifen, setzen, aufheben, absetzen, werfen, fangen"],
["STEINE & FELSEN","EINSCHLAG","ROCKImpt","ROCK","Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Schlagen, Fallenlassen, Aufprall, Crash, Klirren, Klirren, Klimpern, Schlagen"],
["STEINE & FELSEN","DIV","ROCKMisc","ROCK","Rock sounds not fitting another category in this list.","Verschiedenes"],
["STEINE & FELSEN","BEWEGUNG","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Ziehen, Rollen, Rasseln, Schütteln"],
["STEINE & FELSEN","TONAL","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Verbogen, Ring, Wronk, Shing, Warp"],
["SEIL","KNARREN","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","Dehnen, Spannen, Ziehen"],
["SEIL","HANTIEREN","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","Griff, greifen, setzen, aufheben, absetzen, werfen, fangen"],
["SEIL","EINSCHLAG","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","treffen, fallen lassen, aufschlagen"],
["SEIL","DIV","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","Verschiedenes"],
["SEIL","BEWEGUNG","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, knoten, binden"],
["GUMMI","CRASH & TRÜMMER","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","Trümmer, verstreuen, plumpsen"],
["GUMMI","FRIKTION","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","quietschen, knarren, schleifen, reiben, kratzen, ächzen"],
["GUMMI","HANTIEREN","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","Griff, greifen, setzen, aufheben, absetzen, werfen, fangen"],
["GUMMI","EINSCHLAG","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","klatschen, aufschlagen, treffen, abprallen, fallen lassen"],
["GUMMI","DIV","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","Verschiedenes"],
["GUMMI","BEWEGUNG","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","Bewegung, ziehen, flattern, flop"],
["GUMMI","TONAL","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","klingen, gummieren, singen"],
["SCIFI","ALARM","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","sci-fi Alarm, Alarm, Warnung"],
["SCIFI","COMPUTER","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","Computer, Konsole, Schnittstelle, Holobildschirm"],
["SCIFI","TÜR","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","Sci-Fi-Tür, Luftschleuse"],
["SCIFI","ENERGIE","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","Partikel, Wirbel, Transporter, Hologramm, Kraftfeld"],
["SCIFI","EINSCHLAG","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","Energiestoß, Energiewelle, Kraftfeld"],
["SCIFI","MASCHINE","SCIMach","SCI","Future technology machines, transporters, food replicators.","Teleporter, Nahrungsreplikatoren, Holodeck"],
["SCIFI","MECHANISMUS","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","Tricorder, Scifi-Gerät, Gizmo"],
["SCIFI","DIV","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","Verschiedenes"],
["SCIFI","RETRO","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","alte Sci-Fi"],
["SCIFI","RAUMSCHIFF","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","Raumschiff, Ufo, Mutterschiff, Schlachtkreuzer, Raumschiff"],
["SCIFI","FAHRZEUG","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","Mond-Rover, Landspeeder, Speeder-Bike, Hoverboard, Podracer"],
["SCIFI","WAFFE","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","Lichtschwert, exotische Waffe"],
["SCHNEE","CRASH & TRÜMMER","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","Schneeball, Schnee-Crash"],
["SCHNEE","FRIKTION","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","Stress, kratzen, knarren, quietschen, kreischen"],
["SCHNEE","HANTIEREN","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","anfassen, greifen, setzen, aufheben, absetzen, werfen, fangen"],
["SCHNEE","EINSCHLAG","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","Schneeball, Schneeverwehung, umkippen, fallen"],
["SCHNEE","DIV","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","Verschiedenes"],
["SCHNEE","BEWEGUNG","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","waten, schleppen, pflügen, fummeln"],
["SPORT","PLATZ","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","Basketball, Tennis, Fechten, Volleyball, Racquetball, Badminton, Netzball, Squash, Dodgeball, Shuffleboard, Handball"],
["SPORT","FELD","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","Fußball, Football, Baseball, Feldhockey, Kricket, Rugby, Polo, Lacrosse"],
["SPORT","HALLE","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","Boxen, Ringen, Gymnastik, Krafttraining, Kampfsport, Karate, Judo, Taekwondo, Dojo, Kung Fu"],
["SPORT","INNEN","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","Bowling, Billard, Tischtennis, Darts"],
["SPORT","DIV","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","Golf"],
["SPORT","SKATE","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","Skateboarding, Rollschuhlaufen, Rollerblading, Tretroller"],
["SPORT","LEICHTATLETIK","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","Weitsprung, Laufen, Stabhochsprung, Kugelstoßen, Speerwurf"],
["SPORT","WASSER","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","Schwimmen, Wasserball, Wasservolleyball, Tauchen, Wasserski, Surfen, Kiteboarding, Tauchen, Schnorcheln"],
["SPORT","WINTER","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","Skifahren, Snowboarden, Bobfahren, Eislaufen, Schlittenfahren, Curling, Eishockey, Rodeln, Eisschnelllauf"],
["SWOOSHES","SWISH","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flattern, schwingen"],
["SWOOSHES","WHOOSH","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["WERKZEUG","GARTEN","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","Harke, Hacke, Spaten, Kelle, Besen, Gartenschere, Gartengabel, Pinne, Baumschere, Schaufel, Unkrautstecher"],
["WERKZEUG","HAND","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","Hammer, Schraubendreher, Zange, Schraubenschlüssel, Ratsche, Steckdose, Handsäge, Klemme, Cutter, Stemmeisen, Meißel, Schaber, Klammergerät, Feile, Schere"],
["WERKZEUG","DIV","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","Verschiedenes"],
["WERKZEUG","PNEUMATISCH","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","Presslufthammer, Druckluftwerkzeug, Druckluft-Ratsche, Nagelpistolen"],
["WERKZEUG","ELEKTRISCH","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","Bohrmaschine, Motorsäge, Kreissäge, Stichsäge, Schleifmaschine, Bandschleifer, Oberfräse, Akkuschrauber, Heißluftpistole, Bohrmaschine, Tischsäge"],
["SPIELZEUG","ELEKTRONISCH","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","Ferngesteuertes Auto, Slotcar, sprechen und buchstabieren, Furby"],
["SPIELZEUG","MECHANISCH","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","Aufziehspielzeug, Spielzeugroboter, Aufziehspielzeug"],
["SPIELZEUG","DIV","TOYMisc","TOY","Toy sounds not fitting another category in this list.","Actionfigur, Puppe, Plüschtier"],
["BAHN","BREMSEN","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","bricht, kreischt, knirscht"],
["BAHN","KLACKERN","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","Klacken"],
["BAHN","TÜR","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","Zugtür, U-Bahn-Tür"],
["BAHN","DIESEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","Dieselzug"],
["BAHN","ELEKTRISCH","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","Pendlerzug, Regionalzug, Stadtbahn, Intercity-Zug, Stadtbahn"],
["BAHN","HOCHGESCHWINDIGKEIT","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","Hightech-Zug, Magnetschwebebahn, Einschienenbahn, Hyperloop, Hochgeschwindigkeitszug"],
["BAHN","HORN","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","Zughupe, U-Bahn-Hupe"],
["BAHN","INNEN","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","Nahverkehrszug, Regionalzug, Stadtbahn, Überlandzug, Stadtbahn, Güterzug, U-Bahn, Einschienenbahn"],
["BAHN","MECHANISMUS","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","rangieren, entkoppeln"],
["BAHN","DIV","TRNMisc","TRN","Train sounds not fitting another category in this list.","Verschiedenes"],
["BAHN","DAMPF","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","Dampfzug, Kohlenzug"],
["BAHN","U-BAHN","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","U-Bahn, U-Bahn, die Röhre, rer"],
["BAHN","TRAM","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","Straßenbahn, Trolley, Seilbahn, Standseilbahn, Greifzug"],
["USER INTERFACE","ALARM","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","Alarm, Ton, Textnachricht, Benachrichtigung, Startup"],
["USER INTERFACE","PIEPSEN","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","Computer-Piep, Telefon-Piep"],
["USER INTERFACE","KLICK","UIClick","UI","Typing clicks, button press clicks, response to input.","klicken, tippen, tippen"],
["USER INTERFACE","DATEN","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","Daten, Verarbeitung, Information, Denken"],
["USER INTERFACE","FEHLFUNKTION","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","Glitch, Fehlfunktion, Ausfall, Kernel-Panik, Guru-Meditationsfehler"],
["USER INTERFACE","DIV","UIMisc","UI","User Interface sounds not fitting another category in this list.","Verschiedenes"],
["USER INTERFACE","BEWEGUNG","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","streichen, scrollen, zoomen, blättern"],
["VEGETATION","GRAS","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","Gras rascheln, durchlaufen, Heu, Weizen"],
["VEGETATION","LAUB","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","Laubwirbel, Laubfall, fallende Blätter, Laubhaufen"],
["VEGETATION","DIV","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","Laub"],
["VEGETATION","BAUM","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","Baum fallen, Ast knacken, Ast brechen, Zweig"],
["FAHRZEUG","ALARM","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","Auto, Auto, Automobil, Autoalarm, scharfes Zwitschern, entschärftes Zwitschern, Fob"],
["FAHRZEUG","ANTIK","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","Auto, Auto, Automobil, Oldsmobile, Modell A, Modell T"],
["FAHRZEUG","GELÄNDE","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","Quad, Dreirad, Vierrad, vierrädriges Fahrrad, Dünenbuggy"],
["FAHRZEUG","FAHRRAD","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","Fahrrad, Fahrrad, Liegerad, Einrad, Tandem, Bmx"],
["FAHRZEUG","BREMSE","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","Bremsenquietschen, Quietschen, Knirschen"],
["FAHRZEUG","BUS","VEHBus","VEH","City buses, school buses, Greyhound buses.","Stadtbus, Schulbus, Greyhound-Bus, Reisebus, Tourbus, Doppeldecker"],
["FAHRZEUG","AUTO","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","Auto, Auto, Automobil"],
["FAHRZEUG","BAUSTELLE","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","Kran, Bulldozer, Bagger, Baggerin, Bagger, Gabelstapler"],
["FAHRZEUG","TÜR","VEHDoor","VEH","Car, van, truck. Their doors all go here.","Auto, Auto, Automobil, Autotür, Transportertür, LKW-Tür"],
["FAHRZEUG","ELEKTRISCH","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","Segway, Golfwagen, Elektroroller, Elektroauto, Elektromotorrad, Tesla, Elektro-Gokart"],
["FAHRZEUG","NOTFALL","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","Feuerwehrauto, Feuerwehrauto, Krankenwagen, Polizeiauto, SWAT-Van"],
["FAHRZEUG","LANDWIRTSCHAFT","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","Traktor, Mähdrescher, Häcksler, Erntemaschine"],
["FAHRZEUG","FRACHT","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","Big Rigs, Lastwagen, Sattelschlepper, U-Haul Truck, Penske, Kastenwagen, Güterwagen"],
["FAHRZEUG","ALLGEMEIN VORBEI","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","Auto, Auto, Automobil, Vorbeifahren"],
["FAHRZEUG","HORN","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","Auto, Auto, Automobil, Autohupe"],
["FAHRZEUG","INNEN","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","Auto, Lastwagen, Lieferwagen, Innenraum, fahren, an Bord, Bus"],
["FAHRZEUG","FEHLFUNKTION","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","Auto, Auto, Automobil, Schrottauto, Schrottpresse, Fehlstart, Fehlzündung, Fehlfunktion, Fehlzündung, Fehlzündung"],
["FAHRZEUG","MECHANISCH","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","Fensterkurbel, Handschuhfach, Windschutzscheibe, Scheibenwischer, Kofferraum, Sicherheitsgurt, Sicherheitsgurt, Blinker, Gangschaltung"],
["FAHRZEUG","MILITÄR","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","Panzer, APC, gepanzerter Mannschaftswagen, Humvee, Jeep"],
["FAHRZEUG","DIV","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","Schneemobil"],
["FAHRZEUG","MOTORRAD","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","Roller, Motorrad, Motorrad, Vespa, Motocross, Dirt Bike"],
["FAHRZEUG","RENNWAGEN","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","Auto, Auto, Automobil, Rennwagen, Drag Race Car, Indy, Formel 1, Nascar, Grand Prix, Monstertruck"],
["FAHRZEUG","SIRENE","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","Krankenwagen, Polizei, Sirene, Feuerwehrauto, Feuerwehrmann"],
["FAHRZEUG","SCHLITTERN","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","Reifen schleudern, ausscheren, chuff, burnout"],
["FAHRZEUG","STOSSDÄMPFER","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","Aufhängung, Stoßfedern, Quietschen, Klappern"],
["FAHRZEUG","REIFEN","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","Reifen, Reifen, Rolle"],
["FAHRZEUG","LKW KLEINBUS SUV","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","Auto, Auto, Automobil, Personenkraftwagen, Pickup, Lieferwagen, Geländewagen, Pritsche, "],
["FAHRZEUG","NUTZFAHRZEUG KLEIN","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["FAHRZEUG","FUHRWERK","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","Wagen, Postkutsche, Buggy, Kutsche, Holzwagen"],
["FAHRZEUG","FENSTER","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","Auto, Auto, Automobil, automatisches Fenster, elektrisches Fenster"],
["STIMME","ALIEN","VOXAlien","VOX","Weird alien vocals here.","Aliensprache, Kauderwelsch"],
["STIMME","BABY","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","gurren, brabbeln, fusseln, schnüffeln"],
["STIMME","JUBEL","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","klatschen, boo, jubeln, yay, schreien, woohoo, schreien"],
["STIMME","KIND","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","Kind, Teenager, Tween"],
["STIMME","WEINEN","VOXCry","VOX","A single person crying.","weinen, schmollen, schluchzen, wimmern, grölen, sich aufregen, verwundet"],
["STIMME","ANSTRENGUNG","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","Anstrengung, grunzen, kämpfen, sich anstrengen, sich bemühen"],
["STIMME","WEIBLICH","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","Frau, weiblich"],
["STIMME","LAUTSPRECHERDURCHSAGE","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","Sprecher, Ansprache, Ankündigung"],
["STIMME","HISTORISCH","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","Rede, Vortrag, Sendung, Nachrichten, historisch"],
["STIMME","LACHEN","VOXLaff","VOX","A single person laughing.","kichern, glucksen, lachen, johlen, brüllen, manisch, hysterisch"],
["STIMME","MÄNNLICH","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","männlich, Mann"],
["STIMME","DIV","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","Verschiedenes"],
["STIMME","REAKTION","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm"],
["STIMME","SCHREI","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","schreien, brüllen, schreien, Tod, fallen"],
["STIMME","SINGEN","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","singen, summen, Liedchen"],
["STIMME","FLÜSTERN","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","flüstern, murmeln, schweigen"],
["WASSER","BLASEN","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","blubbern, kochen, sieden, blub, glub, Kessel, Trank"],
["WASSER","ABLAUF","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","ablaufen, gurgeln, plätschern, Kanalisation, Dusche, Waschbecken, Abfluss"],
["WASSER","TROPFEN","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","tropfen, plitsch, plop, rieseln, lecken, höhlen"],
["WASSER","SPRUDELN","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","sprudeln, brutzeln, seltzer, schäumen, zischen"],
["WASSER","FLIESSEN","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","Fluss, Strom, Bach, Strömung, Wasserlauf, Nebenfluss, Bach, Rinnsal, Rinnsal, Quelle"],
["WASSER","SPRINGBRUNNEN","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","Fontäne, Gischt, Rinnsal, Zischen"],
["WASSER","EINSCHLAG","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","Plätschern, Bauchplatscher, Kanonenkugel, Wasserbombe, Sploosh"],
["WASSER","PLÄTSCHERN","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","Plätschern, Schoß, Rumpf, klatschen, schwappen"],
["WASSER","DIV","WATRMisc","WATR","Water sounds not fitting another category in this list.","Verschiedenes"],
["WASSER","BEWEGUNG","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","schwappen, waten, spritzen, fegen, treten"],
["WASSER","WASSERLEITUNG","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","Toilettenspülung, Waschbecken, Dusche,"],
["WASSER","GIESSEN","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","gießen, füllen, auskippen, leeren"],
["WASSER","PLATSCHEN","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","spritzen, schwimmen, waten, tauchen, eintauchen, schwappen, untertauchen"],
["WASSER","SPRITZEN","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","sprühen, spritzen, spritzen, sprudeln, sprenkeln"],
["WASSER","DAMPF","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","spritzen, nebeln, dampfen, nass zischen, spritzen"],
["WASSER","BRANDUNG","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","Küstenlinie, Uferlinie, Meeresufer, Strand, waschen"],
["WASSER","TURBULENT","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","Whirlpool, Wellenbad, Stromschnellen, Mahlstrom, Strudel"],
["WASSER","UNTERWASSER","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","Unterwasser, Strömung, turbulent"],
["WASSER","WASSERFALL","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","Wasserfall, Kaskade, Staudamm, Wildbach, Niagara"],
["WASSER","WELLE","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","Welle, Wellenbrecher, Gezeiten, Meeresufer, Steg, Plätschern"],
["WAFFE","RÜSTUNG","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","Rüstung, Kettenhemd, Helm, Schuppenpanzer, Brustpanzer, Kürass, Domaru, Schiene, Haramaki, Schild"],
["WAFFE","PFEIL","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","Pfeil, Bolzen, Fletch, Köcher"],
["WAFFE","AXT","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","Beil, Axt, Hacke, Wurfaxt"],
