[["AIR","SOUFFLE","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","air comprimé, dépressuriser, relâcher, souffler, cracher, flotter, purger"],
["SPORTS","COURT","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","basket-ball, tennis, escrime, volley-ball, racquetball, badminton, netball, squash, dodgeball, shuffleboard, handball"],
["SPORTS","TERRAIN","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","soccer, football, baseball, hockey sur gazon, cricket, rugby, polo, crosse"],
["SPORTS","GYMNASE","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","boxe, lutte, gymnastique, musculation, arts martiaux, karaté, judo, tae kwon do, dojo, kung fu"],
["SPORTS","EN SALLE","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","bowling, billard, ping-pong, fléchettes"],
["SPORTS","DIVERS","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","golf"],
["SPORTS","SKATE","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","planche à roulettes, patins à roulettes, rollerblade, trottinette à pousser"],
["SPORTS","ATHLÉTISME","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","saut en longueur, course à pied, saut à la perche, lancer du poids, lancer du javelot"],
["SPORTS","NAUTIQUE","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","natation, water-polo, water-volleyball, plongée, ski nautique, surf, kitesurf, plongée sous-marine, snorkeling"],
["SPORTS","D'HIVER","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","ski, snowboard, bobsleigh, patinage sur glace, luge, curling, hockey sur glace, luge, patinage de vitesse"],
["SWOOSHES","SWISH","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing"],
["SWOOSHES","WHOOSH","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["OUTILS","JARDIN","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","râteau, houe, bêche, truelle, balai, sécateur, fourche de jardin, motoculteur, ébrancheur, pelle, sarcloir"],
["OUTILS","À MAIN","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","marteau, tournevis, pinces, clé à molette, cliquet, douille, scie à main, pince, cutter, levier, ciseau, grattoir, agrafeuse, lime, ciseaux"],
["OUTILS","DIVERS","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","divers"],
["OUTILS","PNEUMATIQUE","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","marteau-piqueur, outil pneumatique, cliquet pneumatique, pistolet à clous"],
["OUTILS","ÉLECTRIQUE","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","perceuse, scie électrique, scie circulaire, scie sauteuse, ponceuse, ponceuse à bande, toupie, tournevis électrique, pistolet thermique, perceuse à colonne, scie à table"],
["JOUETS","ÉLECTRONIQUE","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","Voiture télécommandée, voiture à crémaillère, parle et épelle, furby"],
["JOUETS","MÉCANIQUE","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","jouet à remonter, robot-jouet, jouet à enrouler"],
["JOUETS","DIVERS","TOYMisc","TOY","Toy sounds not fitting another category in this list.","figurine, poupée, animal en peluche"],
["TRAINS","FREIN","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","casse, crissement, grincement"],
["TRAINS","CLAQUEMENT","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","clack"],
["TRAINS","PORTE","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","porte de train, porte de métro"],
["TRAINS","DIÉSEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","train diesel"],
["TRAINS","ÉLECTRIQUE","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","train de banlieue, train régional, ligne urbaine, train interurbain, train léger sur rail"],
["TRAINS","GRANDE VITESSE","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","train hi-tech, maglev, monorails, hyperloop, bullet train"],
["TRAINS","KLAXON","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","klaxon de train, klaxon de métro"],
["TRAINS","INTÉRIEUR","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","train de banlieue, train régional, ligne urbaine, train interurbain, train léger sur rail, train de marchandises, métro, monorail"],
["TRAINS","MÉCANISME","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","shunter, découpler"],
["TRAINS","DIVERS","TRNMisc","TRN","Train sounds not fitting another category in this list.","divers"],
["TRAINS","VAPEUR","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","train à vapeur, train à charbon"],
["TRAINS","MÉTRO","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","métro, subway, the tube, rer"],
["TRAINS","TRAMWAY","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","tramway, trolley, téléphérique, funiculaire, voiture à pinces"],
["INTERFACE","NOTIFICATION","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","alerte, tonalité, message texte, notification, démarrage"],
["INTERFACE","BIP","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","bip d'ordinateur, bip de téléphone"],
["INTERFACE","CLIC","UIClick","UI","Typing clicks, button press clicks, response to input.","cliquer, taper, taper"],
["INTERFACE","DONNÉES","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","données, traitement, information, réflexion"],
["INTERFACE","GLITCH","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","pépin, dysfonctionnement, panne, panique du noyau, erreur de méditation du gourou"],
["INTERFACE","DIVERS","UIMisc","UI","User Interface sounds not fitting another category in this list.","divers"],
["INTERFACE","MOUVEMENT","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","glisser, faire défiler, zoomer, page"],
["VÉGÉTATION","HERBE","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","bruissement d'herbe, traverser, foin, blé"],
["VÉGÉTATION","FEUILLES","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","tourbillon de feuilles, chute de feuilles, feuilles qui tombent, tas de feuilles"],
["VÉGÉTATION","DIVERS","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","feuillage"],
["VÉGÉTATION","ARBRE","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","chute d'arbre, branche cassée, branche cassée, brindille"],
["VÉHICULES","ALARME","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","voiture, auto, automobile, alarme de voiture, armement, désarmement, fob"],
["VÉHICULES","ANCIEN","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","voiture, auto, automobile, oldsmobile, model a, model t"],
["VÉHICULES","TOUT TERRAIN","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, trois roues, quatre roues, quadricycle, buggy des dunes"],
["VÉHICULES","VÉLO","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","bicyclette, vélo, vélo couché, monocycle, tandem, bmx"],
["VÉHICULES","FREIN","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","crissement de frein, crissement, grincement"],
["VÉHICULES","BUS","VEHBus","VEH","City buses, school buses, Greyhound buses.","autobus urbain, autobus scolaire, autobus de la compagnie Greyhound, autocar, autobus touristique, autobus à deux étages"],
["VÉHICULES","VOITURE","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","voiture, auto, automobile"],
["VÉHICULES","CHANTIER","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","grue, bulldozer, pelleteuse, excavateur, excavatrice, chariot élévateur à fourche"],
["VÉHICULES","PORTE","VEHDoor","VEH","Car, van, truck. Their doors all go here.","voiture, auto, automobile, porte de voiture, porte de fourgon, porte de camion"],
["VÉHICULES","ÉLECTRIQUE","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, voiturette de golf, scooter électrique, voiture électrique, moto électrique, tesla, gokart électrique"],
["VÉHICULES","URGENCE","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","camion de pompiers, camion de pompiers, ambulance, voiture de police, fourgon du SWAT"],
["VÉHICULES","AGRICOLE","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","tracteur, moissonneuse-batteuse, décortiqueuse, récolteuse"],
["VÉHICULES","POIDS LOURD","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","gros camions, camion, semi-remorque, camion u-haul, penske, camion-caisse, camion de marchandises"],
["VÉHICULES","PASSAGE","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","voiture, auto, automobile, passer"],
["VÉHICULES","KLAXON","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","voiture, auto, automobile, klaxon"],
["VÉHICULES","INTÉRIEUR","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","voiture, camion, camionnette, intérieur, conduite, à bord, bus"],
["VÉHICULES","DÉFECTUEUX","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","voiture, auto, automobile, hoopty, clunker, junker, faux départ, raté, mauvais fonctionnement, raté d'allumage, retour de flamme"],
["VÉHICULES","ACCESSOIRE","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","manivelle de fenêtre, boîte à gants, pare-brise, essuie-glace, coffre, ceinture de sécurité, clignotant, changement de vitesse"],
["VÉHICULES","MILITAIRE","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","tank, APC, véhicule blindé de transport de troupes, humvee, jeep"],
["VÉHICULES","DIVERS","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","motoneige"],
["VÉHICULES","MOTO","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","scooter, motocyclette, moto, vespa, motocross, dirt bike"],
["VÉHICULES","COURSE","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","voiture, auto, automobile, voiture de course, drag car, indy, formule 1, nascar, grand prix, monster truck"],
["VÉHICULES","SIRÈNE","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulance, police, sirène, camion de pompiers, pompier"],
["VÉHICULES","DÉRAPAGE","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","dérapage de pneu, décollage, chuff, burnout"],
["VÉHICULES","SUSPENSION","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","suspension, amortisseurs, grincement, cliquetis"],
["VÉHICULES","PNEU","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","pneu, pneu, rouler"],
["VÉHICULES","CAMIONNETTE VAN & SUV","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","voiture, auto, automobile, camion de passagers, camionnette, fourgonnette, SUV, plateau, "],
["VÉHICULES","VOITURETTE","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["VÉHICULES","CALÈCHE","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","wagon, diligence, buggy, chariot, charrette à bois"],
["VÉHICULES","FENÊTRE","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","voiture, auto, automobile, fenêtre automatique, fenêtre électrique"],
["VOIX","ALIEN","VOXAlien","VOX","Weird alien vocals here.","langage alien, chewbacca"],
["VOIX","BÉBÉ","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","roucouler, babiller, s'agiter, renifler"],
["VOIX","ACCLAMATION","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","taper, huer, applaudir, crier, hurler, woohoo, brailler"],
["VOIX","ENFANT","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","enfant, adolescent, préadolescent"],
["VOIX","PLEURS","VOXCry","VOX","A single person crying.","pleurer, faire la moue, sangloter, pleurnicher, brailler, s'agiter, se blesser"],
["VOIX","EFFORT","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","effort, grogner, lutter, s'efforcer, se dépenser"],
["VOIX","FEMME","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","femme, femelle"],
["VOIX","HAUT-PARLEUR","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","orateur, discours public, annonce"],
["VOIX","HISTORIQUE","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","discours, conférence, émission, nouvelles, historique"],
["VOIX","RIRE","VOXLaff","VOX","A single person laughing.","ricaner, glousser, rire, hululer, brailler, maniaque, hystérique"],
["VOIX","HOMME","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","homme, homme"],
["VOIX","DIVERS","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","divers"],
["VOIX","RÉACTION","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm"],
["VOIX","CRIS","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","crier, hurler, hurler, mort, chute"],
["VOIX","CHANT","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","chanter, fredonner, chansonnette"],
["VOIX","MURMURE","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","chuchoter, murmurer, se taire"],
["EAU","BULLES","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","bouillir, bouillir, mijoter, bouillir, glouglou, chaudron, potion"],
["EAU","ÉVACUATION","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","drainer, gargouiller, glouglouter, égout, douche, évier, égout pluvial"],
["EAU","GOUTTE","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","goutte à goutte, plip, plop, ruissellement, fuite, grotte"],
["EAU","PÉTILLE","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","fizz, sizzle, seltzer, mousse, sifflement"],
["EAU","ÉCOULEMENT","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","rivière, ruisseau, crique, courant, cours d'eau, affluent, ruisseau, couloir, ruisselet, source"],
["EAU","FONTAINE","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","fontaine, jet, filet d'eau, sifflement"],
["EAU","IMPACT","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","éclaboussement, chute, boulet de canon, charge de profondeur, éclaboussure"],
["EAU","CLAPOTIS","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","ondulation, clapot, coque, gifle, clapotis"],
["EAU","DIVERS","WATRMisc","WATR","Water sounds not fitting another category in this list.","divers"],
["EAU","MOUVEMENT","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","glissement, pataugeage, éclaboussure, balayage, foulée"],
["EAU","PLOMBERIE","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","chasse d'eau, évier, douche,"],
["EAU","VERSER","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","verser, remplir, vider, vider"],
["EAU","ÉCLABOUSSURE","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","éclabousser, nager, patauger, plonger, s'immerger, submerger"],
["EAU","SPRAY","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","pulvériser, pschitt, gicler, jaillir, arroser"],
["EAU","VAPEUR","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","pschitt, brume, vapeur, sifflement humide, crachoter"],
["EAU","OCÉAN","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","côte, rivage, bord de mer, plage, lavage"],
["EAU","TURBULENT","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","tourbillon, piscine à vagues, rapides, maelström, tourbillon"],
["EAU","SOUS MARIN","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","sous-marin, flux, turbulent"],
["EAU","CASCADE","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","chute d'eau, cascade, barrage, torrent, niagara"],
["EAU","VAGUE","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","vague, brise-lames, marées, bord de mer, jetée, clapotis"],
["ARMES","ARMURE","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","armure, cotte de mailles, casque, armure d'écailles, plastron, cuirasse, domaru, attelle, haramaki, bouclier"],
["ARMES","FLÈCHE","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","flèche, carreau, fusée, carquois"],
["ARMES","HACHE","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","hache, hache, hachette, hache de jet"],
["ARMES","CONTONDANTE","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","massue, batte, masse, boulet, nunchaku, marteau de guerre, marteau de guerre, douille, poing américain, fléau, tonfa, matraque, gourdin"],
["ARMES","ARC","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","arc long, arbalète, arbalète"],
["ARMES","COUTEAU","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","couteau à cran d'arrêt, couteau de poche, couteau papillon, couteau de chasse, couteau utilitaire, couperet, couteau de boucher, couteau de tranchée, couteau de chef"],
["ARMES","DIVERS","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","fronde"],
["ARMES","LANCE & ÉPIEU","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","lance, brochet, harpon, hallebarde, javelot, hachette, pollaxe"],
["ARMES","SIÈGE","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","catapulte, trébuchet, bélier, baliste, tour de siège"],
["ARMES","ÉPÉE","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, cimeterre, épée, rapière, épée longue, samouraï, coutelas, épée d'escrime, kattana, machette, sabre, épée viking, fleuret"],
["ARMES","FOUET","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","fouet à taureau, fouet à cheval, fouet, craquement de fouet"],
["MÉTÉO","GRÊLE","HAIL","HAIL","Hail on various surfaces.","grêle, glace, grésil"],
["MÉTÉO","DIVERS","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","divers"],
["MÉTÉO","TEMPÊTE","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","ouragan, orage, typhon, grésil, tempête de sable, tornade, cyclone, tempête de grêle,"],
["MÉTÉO","TONNERRE","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","orage, foudre, coup de tonnerre, coup de foudre, éclair, tonnerre, craquement, roulement, grondement"],
["SIFFLETS","HUMAIN","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","sifflet, acclamation, humain, sifflet de loup, signal"],
["SIFFLETS","MÉCANIQUE","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","bateau à vapeur, arbitre, toot, sifflet de police, théière, sifflet de train"],
["SIFFLETS","DIVERS","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","arbitre, flûte de nez"],
["VENT","DESIGN","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","machine à vent, synthétique, artificielle, tonale"],
["VENT","GÉNÉRIQUE","WIND","WIND","Base and general wind category.","divers"],
["VENT","BOURRASQUE","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","rafale, coup de vent, brise, buffet, coup de vent, coup de vent, rafale de vent"],
["VENT","INTÉRIEUR","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","intérieur, volet, cliquetis, gémissement, courant d'air"],
["VENT","TONAL","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","hurlement, sifflement, gémissement, tonalité"],
["VENT","TURBULENT","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","buffet, vent turbulent, vent fort, vent violent, buffet"],
["VENT","VÉGÉTATION","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","feuillage, végétation, herbe, arbre, feuille, plante, bruissement"],
["FENÊTRES","RIDEAUX & VOLETS","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","rideau, store, volet, occultation, abat-jour"],
["FENÊTRES","MÉCANISME","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","verrou de fenêtre, manivelle de fenêtre, serrure de fenêtre, joint de fenêtre"],
["FENÊTRES","TOQUER","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","frapper, vitre, cliquetis"],
["FENÊTRES","MÉTAL","WNDWMetl","WNDW","Metal framed windows, open and close.","cadre métallique"],
["FENÊTRES","DIVERS","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","divers"],
["FENÊTRES","PLASTIQUE","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","cadre en plastique"],
["FENÊTRES","BOIS","WNDWWood","WNDW","Wood framed windows, open and close.","cadre en bois"],
["AILES","OISEAU","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","aile d'oiseau, battement, battement d'ailes"],
["AILES","CRÉATURE","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","aile de dragon, aile de fée, aile de griffon, aile de sphinx, aile d'ange, aile de phénix, aile d'oiseau géant"],
["AILES","INSECTE","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","mouche, abeille, libellule, papillon de nuit, papillon, coléoptère, scarabée, frelon, guêpe, sauterelle"],
["AILES","DIVERS","WINGMisc","WING","Wing sounds not fitting another category in this list.","divers"],
["BOIS","CASSE","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","se casse, se fissure, se déchire, se brise, s'écrase, éclate"],
["BOIS","CRASH & DÉBRIS","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","chute, débris, crash, tombée, bois de construction"],
["BOIS","FRICTION","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","stress, éraflures, craquements, grincements, crissement"],
["BOIS","MANIPULATION","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","manipuler, saisir, placer, ramasser, déposer, lancer, attraper"],
["BOIS","IMPACT","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","frapper, laisser tomber, impacter, s'écraser, faire un bruit sourd, faire un bruit sourd, tinter, hacher"],
["BOIS","DIVERS","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","divers"],
["BOIS","MOUVEMENT","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","traîner, rouler, cliqueter, secouer"],
["BOIS","TONAL","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","s'incliner, sonner, se tromper, se déformer, se déformer"]]
