[["空気","吹く","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","圧縮空気、減圧、放出、パフ、スパッタ、フラッター、パージ"],
["スポーツ","ジム","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","ボクシング、レスリング、体操、ウェイトトレーニング、武道、空手、柔道、テコンドー、道場、カンフー"],
["スポーツ","インドア","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","ボウリング、ビリヤード、ピンポン、ダーツ"],
["スポーツ","その他","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","ゴルフ"],
["スポーツ","スケート","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","スケートボード、ローラースケート、ローラーブレード、プッシュスクーター"],
["スポーツ","トラック＆フィールド","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","走り幅跳び、棒高跳び、砲丸投げ、やり投げ"],
["スポーツ","水","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","水泳、水球、水上バレーボール、ダイビング、水上スキー、サーフィン、カイトボーディング、スキューバ、シュノーケリング"],
["スポーツ","冬","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","スキー、スノーボード、ボブスレー、アイススケート、そり滑り、カーリング、アイスホッケー、リュージュ、スピードスケート"],
["ヒュー、シュッ","ヒュー、ヒュッ","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing"],
["ヒュー、シュッ","ウーシュ、ヒュッ、シュッ","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","うなり声"],
["道具、ツール、工具","道具、ツール、工具","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","熊手、鍬、鋤、鏝、箒、剪定ばさみ、ガーデンフォーク、耕運機、ロッパー、シャベル、除草機"],
["道具、ツール、工具","手、手持ち","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","ハンマー、ドライバー、ペンチ、レンチ、ラチェット、ソケット、ハンドソー、クランプ、カッター、プライバー、ノミ、スクレーパー、ステープルガン、ヤスリ、ハサミ"],
["道具、ツール、工具","その他","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","雑多なもの"],
["道具、ツール、工具","空気圧","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","ジャックハンマー、エアツール、エアラチェット、ネイルガン"],
["道具、ツール、工具","パワーツール、電動、機械","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","ドリル、電動のこぎり、丸のこ、ジグソー、サンダー、ベルトサンダー、ルーター、電動ドライバー、ヒートガン、ドリルプレス、テーブルソー"],
["おもちゃ","電子、電気","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","リモコンカー、スロットカー、スピーク＆スペル、ファービー"],
["おもちゃ","機械","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","巻き上げ玩具、ロボット玩具、巻き取り玩具"],
["おもちゃ","その他","TOYMisc","TOY","Toy sounds not fitting another category in this list.","アクションフィギュア、人形、ぬいぐるみ"],
["電車、列車","ブレーキ","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","壊れる、ギシギシいう、ガリガリいう"],
["電車、列車","ヒビ、亀裂","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","カチャカチャ"],
["電車、列車","ドア","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","電車のドア、地下鉄のドア"],
["電車、列車","ディーゼル","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","ディーゼル機関車"],
["電車、列車","電気、電動","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","通勤電車、地域鉄道、市内線、都市間鉄道、ライトレール"],
["電車、列車","高速","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","ハイテク列車、磁気浮上式鉄道、モノレール、ハイパーループ、新幹線"],
["電車、列車","ホーン、警笛、汽笛","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","列車の警笛、地下鉄の警笛"],
["電車、列車","内部","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","通勤列車、地域列車、都市線、都市間列車、ライトレール、貨物列車、地下鉄、モノレール"],
["電車、列車","機械音","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","シャント、デカップリング"],
["電車、列車","その他","TRNMisc","TRN","Train sounds not fitting another category in this list.","雑多なもの"],
["電車、列車","蒸気、蒸気機関車","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","蒸気機関車、石炭列車"],
["電車、列車","地下鉄","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","メトロ、サブウェイ、チューブ、RER"],
["電車、列車","トラム、ケーブルカー","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","路面電車、トロリー、ケーブルカー、フニクラ、グリップカー"],
["ユーザーインターフォース","アラート","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","アラート、トーン、テキストメッセージ、通知、スタートアップ"],
["ユーザーインターフォース","ビープ音","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","コンピュータのビープ音、電話のビープ音"],
["ユーザーインターフォース","クリック","UIClick","UI","Typing clicks, button press clicks, response to input.","クリック、タップ、タイプ"],
["ユーザーインターフォース","データ","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","データ、処理、情報、思考"],
["ユーザーインターフォース","グリッチ","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","不具合、誤動作、故障、カーネルパニック、ぐるぐる瞑想エラー"],
["ユーザーインターフォース","その他","UIMisc","UI","User Interface sounds not fitting another category in this list.","雑多"],
["ユーザーインターフォース","動作","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","スワイプ、スクロール、ズーム、ページ"],
["植物","草","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","草がそよぐ, 歩く, 干草, 小麦"],
["植物","葉","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","葉の渦巻き, 葉の落下, 葉の落下, 葉の山"],
["植物","その他","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","葉っぱ"],
["植物","木","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","木が倒れる, 枝が折れる, 枝が折れる, 小枝"],
["車、車両、自動車","アラーム","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","車、自動車、自動車、車のアラーム、アームチャープ、ディスアームチャープ、フォブ"],
["車、車両、自動車","アンティーク、ビンテージ","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","車、自動車、自動車、オールズモビル、モデルA、モデルT"],
["車、車両、自動車","オフロード車","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","クワッド、三輪車、四輪車、四輪バイク、デューンバギー"],
["車、車両、自動車","自転車","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","自転車、バイク、リカンベント、一輪車、タンデム、BMX"],
["車、車両、自動車","ブレーキ","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","ブレーキ鳴き、ギシギシ音、グラインド音"],
["車、車両、自動車","バス","VEHBus","VEH","City buses, school buses, Greyhound buses.","都市バス、スクールバス、グレイハウンドバス、コーチバス、ツアーバス、ダブルデッカー"],
["車、車両、自動車","車、自動車","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","車、自動車、オートモービル"],
["車、車両、自動車","建設用車両","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","クレーン、ブルドーザー、バックホウ、ショベルカー、ディガー、フォークリフト"],
["車、車両、自動車","ドア","VEHDoor","VEH","Car, van, truck. Their doors all go here.","車、自動車、自動車、車のドア、バンのドア、トラックのドア"],
["車、車両、自動車","カート、スクーター、電動車","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","セグウェイ、ゴルフカート、電動スクーター、電気自動車、電動バイク、テスラ、電動ゴーカート"],
["車、車両、自動車","緊急","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","消防車、消防車、救急車、パトカー、SWATバン"],
["車、車両、自動車","農場、ファーム","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","トラクター、コンバイン、ハスカー、ハーベスター"],
["車、車両、自動車","貨物車","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","ビッグリグ、ローリー、セミトラック、U-ホールトラック、ペンスキー、ボックストラック、貨物トラック"],
["車、車両、自動車","通過音","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","車、自動車、自動車、通り過ぎる"],
["車、車両、自動車","ホーン、クラクション","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","車、自動車、自動車、車のクラクション"],
["車、車両、自動車","内部","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","車、トラック、バン、インテリア、運転、車載、バス"],
["車、車両、自動車","ポンコツ","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","車、自動車、自動車、フープティ、ポンコツ、ジャンカー、フォルススタート、ミスファイヤー、誤動作、ミスファイア、バックファイア"],
["車、車両、自動車","機械、道具","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","窓のクランク、グローブボックス、フロントガラス、ワイパー、トランク、シートベルト、ターンシグナル、ギアシフト"],
["車、車両、自動車","軍用、軍隊","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","タンク、APC、装甲兵員輸送車、ハンヴィー、ジープ"],
["車、車両、自動車","その他","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","スノーモービル"],
["車、車両、自動車","モーターサイクル、バイク、オートバイ","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","スクーター、バイク、オートバイ、ベスパ、モトクロス、ダートバイク"],
["車、車両、自動車","レース","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","車、自動車、自動車、レースカー、ドラッグレースカー、インディー、フォーミュラ1、ナスカー、グランプリ、モンスタートラック"],
["車、車両、自動車","サイレン","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","救急車、警察、サイレン、消防車、消防士"],
["車、車両、自動車","スリップ、滑る","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","タイヤスキッド、ピールアウト、チャフ、バーンアウト"],
["車、車両、自動車","サスペンション","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","サスペンション、ショックスプリング、キーキー、ガラガラ"],
["車、車両、自動車","タイヤ","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","タイヤ、タイヤ、ロール"],
["車、車両、自動車","トラック、バン、SUV","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","車、自動車、自動車、乗用車、ピックアップトラック、バン、SUV、フラットベッド。"],
["車、車両、自動車","カート、四輪バギー","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","UTV、SXS、サイドバイサイド、RZR、レンジャー、クッシュマン、ゲイター"],
["車、車両、自動車","ワゴン","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","ワゴン、駅馬車、バギー、馬車、木製のカート"],
["車、車両、自動車","窓","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","車、自動車、自動車、自動窓、パワーウィンドウ"],
["声","エイリアン","VOXAlien","VOX","Weird alien vocals here.","エイリアン語、チューバッカ"],
["声","赤ちゃん、赤ん坊","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","クー、バブリー、フース、スナッフル"],
["声","応援、声援","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","拍手、ブー、歓声、イェーイ、シャウト、ウーフー、ホラー"],
["声","子供、キッズ","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","子供、ティーン、ティーン"],
["声","泣き声、泣く、泣き叫ぶ","VOXCry","VOX","A single person crying.","泣く、むせる、すすり泣く、泣き喚く、騒ぐ、傷つく"],
["声","叫び、雄叫び","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","努力する、うなり声をあげる、もがく、力を入れる、発揮する"],
["声","女性","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","女性、女性"],
["声","アナウンス、会場案内","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","スピーカー、パブリックアドレス、アナウンスメント"],
["声","歴史的なスピーチ、放送","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","スピーチ、講演、放送、ニュース、歴史的な"],
["声","笑う、笑い声","VOXLaff","VOX","A single person laughing.","くすくす笑う、くすくす笑う、笑う、フーッ、ホラーッ、マニアックな、ヒステリックな"],
["声","男性","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","男性, 男性"],
["声","その他","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","雑多な"],
["声","リアクション、反応","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm"],
["声","悲鳴","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","shout, yell, scream, death, fall"],
["声","歌う","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","sing, hum, ditty"],
["声","囁き声","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","ささやく、つぶやく、しずめる"],
["水","パブル、泡","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","bubble, boil, simmer, blub, glub, cauldron, potion（バブル、ボイル、シマー、ブルブ、グラブ、コールドロン、ポーション"],
["水","排水","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","下水道、シャワー、シンク、雨水管、ゴボゴボ、ブルブル"],
["水","水滴","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","ドリップ、プリップ、プラップ、トリクル、リーク、ケーブ"],
["水","しずく、滴る","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","フィズ、シズル、セルツァー、泡、ヒス"],
["水","流れる","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","川、小川、流れ、水路、支流、小川、流水、小川、泉"],
["水","噴水","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","噴水、スプレー、トリクル、ヒス"],
["水","インパクト、ぶつかる","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","スプラッシュ、ベリーフロップ、キャノンボール、デプスチャージ、スプラッシュ"],
["水","打ち寄せる","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","波紋, ラップ, 船体, 平手打ち, 水しぶき"],
["水","その他","WATRMisc","WATR","Water sounds not fitting another category in this list.","雑多な"],
["水","動き、流れ","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","スロッシュ、ウェイド、スプラッシュ、スイープ、トレッド"],
["水","配管","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","toilet flush, sink, shower,"],
["水","注ぐ","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","注ぐ、満たす、捨てる、空にする"],
["水","飛び散る、撒き散らす","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","スプラッシュ、スイミング、ウェイド、ダイブ、プランジ、スロッシュ、サブマージ"],
["水","スプレー","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","スプレー、スプリッツ、水しぶき、噴出、振りかける"],
["水","蒸気","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","スプリッツ、ミスト、スチーム、ウェットヒス、スパッター"],
["水","サーフ、浜辺、海岸","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","海岸線、海岸線、海岸、浜辺、洗濯物"],
["水","乱流、激流","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","渦巻き、波のプール、急流、大渦、渦巻き"],
["水","水中","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","水中、流れ、乱流"],
["水","滝","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","滝、滝壺、ダム、奔流、ナイアガラ"],
["水","波","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","波、防波堤、潮、海辺、桟橋、打ち寄せる波"],
["武器、兵器","鎧、兜、甲冑","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","鎧、鎖帷子、兜、鱗鎧、胸当て、手甲、胴丸、スプリント、原巻、楯"],
["武器、兵器","弓矢","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","矢、ボルト、胴体、矢筒"],
["武器、兵器","斧","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","斧、斧、チョップ、投げ斧"],
["武器、兵器","なまくら、切れない","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","クラブ、バット、メイス、ボール＆チェーン、ヌンチャク、ウォーハンマー、ステーブ、ブラスナックル、フレイル、トンファー、ナイトスティック、カドカワ"],
["武器、兵器","弓","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","ロングボウ、コンパウンドボックス、クロスボウ"],
["武器、兵器","ナイフ","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","ナイフ、ジャックナイフ、バタフライナイフ、ハンティングナイフ、カッターナイフ、肉切り包丁、トレンチナイフ、シェフナイフ"],
["武器、兵器","その他","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","スリングショット"],
["武器、兵器","槍","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","槍、矛、銛、ハルバード、槍、竿斧、ポーラクシー"],
["武器、兵器","攻城兵器","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","カタパルト、トレビュシェット、バタリングラム、バリスタ、シージタワー"],
["武器、兵器","刀剣、刀","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","ファルシオン、シミター、ブロードソード、レイピア、ロングソード、サムライ、カットラス、フェンシングソード、カタナ、マチェーテ、サーベル、ヴァイキングソード、ホイル"],
["武器、兵器","ムチ","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","ブルウィップ、ホースウィップ、ラッシュ、ウィップクラック"],
["天気","あられ、雹","HAIL","HAIL","Hail on various surfaces.","あられ、氷、みぞれ"],
["天気","その他","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","雑多なもの"],
["天気","ストーム、嵐","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","ハリケーン、雷雨、台風、みぞれ、砂嵐、竜巻、サイクロン、あられ。"],
["天気","雷","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","雷雨、稲妻、雷鳴、稲妻、雷、亀裂、ロール、ゴロゴロ音"],
["ホイッスル、笛","人、口笛","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","笛、応援、人間、狼笛、合図"],
["ホイッスル、笛","機械、メカ、人工","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","蒸気船、レフリー、トゥート、警笛、ティーポット、汽笛"],
["ホイッスル、笛","その他","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","レフリー、鼻笛"],
["風","機械、シンセサイザー","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","風力機械, 合成, 人工, 音調"],
["風","一般","WIND","WIND","Base and general wind category.","雑多な"],
["風","突風","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","突風、荒れ模様、さざ波、そよ風、ビュッフェ、ふきぬけ、疾風、慌ただしさ"],
["風","屋内","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","インテリア, シャッター, ガラガラ音, うなり声, すきま風"],
["風","音調、鳴る","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","遠吠え, 口笛, うめき声, 音調"],
["風","乱流、激流","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","ビュッフェ、乱気流、強風、激しい風、ビュッフェ"],
["風","植物","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","葉、植生、草、木、葉、植物、ざわめき"],
["窓","カーテン、ブラインド","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","カーテン、ブラインド、シャッター、ブラックアウト、シェード"],
["窓","金具、クランク、枠","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","窓のラッチ、窓のクランク、窓のロック、窓のシール"],
["窓","ノック","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","ノック、窓ガラス、ガラガラ"],
["窓","金属、メタル","WNDWMetl","WNDW","Metal framed windows, open and close.","金属フレーム"],
["窓","その他","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","雑多な"],
["窓","プラスティック","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","プラスチックフレーム"],
["窓","木、木製","WNDWWood","WNDW","Wood framed windows, open and close.","木枠"],
["翼","鳥、鳥類","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","鳥の翼、羽ばたき、ひらひら"],
["翼","生物","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","竜の翼、妖精の翼、グリフィンの翼、スフィンクスの翼、天使の翼、フェニックスの翼、巨大な鳥の翼"],
["翼","昆虫","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","ハエ、ハチ、トンボ、ガ、チョウ、カブトムシ、コガネムシ、スズメバチ、ハチ、イナゴ"],
["翼","その他","WINGMisc","WING","Wing sounds not fitting another category in this list.","雑多なもの"],
["木","割れる","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","壊れる、割れる、裂ける、砕ける、砕ける、裂ける"],
["木","砕ける、粉砕","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","落ちる、破片、衝突、倒れる、材木"],
["木","きしむ、歪む、ねじれる","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","ストレス、擦り傷、きしみ、軋み、金切り声"],
["木","ハンドリング","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","扱う、つかむ、セットする、拾う、置く、投げる、捕る"],
["木","インパクト、打撃、ぶつける","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","打つ、落とす、衝撃、衝突、ガチャン、ガチャン、カチン、チョップ"],
["木","その他","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","雑多"],
["木","動かす、引きずる、落とす","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","引きずる, 転がす, ガラガラさせる, 揺らす"],
["木","音調、鳴る","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","曲がる, 鳴る, 揺れる, 反る"]]
