[["AIRE","SOPLAR","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","aire comprimido, despresurizar, liberar, soplar, chisporrotear, aletear, purgar"],
["NIEVE","FRICCIÓN","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","tensión, raspadura, crujido, chirrido, chirrido"],
["NIEVE","MANIPULAR","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","manejar, agarrar, colocar, recoger, depositar, lanzar, atrapar"],
["NIEVE","IMPACTO","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","bola de nieve, deriva de nieve, derribar, caer"],
["NIEVE","MISCELÁNEA","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","varios"],
["NIEVE","MOVIMIENTO","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","vadear, arrastrar, arar, tantear"],
["DEPORTES","PISTA","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","baloncesto, tenis, esgrima, voleibol, raquetbol, bádminton, netball, squash, balón prisionero, tejo, balonmano"],
["DEPORTES","CAMPO","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","fútbol, fútbol americano, béisbol, hockey sobre hierba, críquet, rugby, polo, lacrosse"],
["DEPORTES","GIMNASIO","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","boxeo, lucha, gimnasia, musculación, artes marciales, kárate, judo, taekwondo, dojo, kung fu"],
["DEPORTES","INTERIOR","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","bolos, billar, ping pong, dardos"],
["DEPORTES","MISCELÁNEA","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","golf"],
["DEPORTES","SKATE","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","monopatín, patinaje sobre ruedas, patinaje sobre ruedas, patinete"],
["DEPORTES","ATLETISMO","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","salto de longitud, atletismo, salto con pértiga, lanzamiento de peso, lanzamiento de jabalina"],
["DEPORTES","ACUÁTICO","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","natación, waterpolo, voleibol acuático, submarinismo, esquí acuático, surf, kitesurf, submarinismo, snorkel"],
["DEPORTES","INVERNAL","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","esquí, snowboard, bobsled, patinaje sobre hielo, trineo, curling, hockey sobre hielo, luge, patinaje de velocidad"],
["SWOOSHES","SWISH","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing"],
["SWOOSHES","WHOOSH","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["HERRAMIENTAS","JARDÍN","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","rastrillo, azada, pala, paleta, escoba, tijera de podar, horquilla de jardín, cultivadora, podadora, pala, desbrozadora"],
["HERRAMIENTAS","MANUALES","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","martillo, destornillador, alicates, llave inglesa, carraca, vaso, sierra de mano, pinza, cutter, palanca, cincel, rascador, grapadora, lima, tijeras"],
["HERRAMIENTAS","MISCELÁNEA","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","varios"],
["HERRAMIENTAS","NEUMÁTICO","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","martillo neumático, herramienta neumática, carraca neumática, pistolas de clavos"],
["HERRAMIENTAS","ELÉCTRICA","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","taladro, sierra eléctrica, sierra circular, sierra de calar, lijadora, lijadora de banda, fresadora, destornillador eléctrico, pistola de calor, taladro de columna, sierra de mesa"],
["JUGUETES","ELÉCTRICOS","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","coche teledirigido, coche slot, habla y deletrea, furby"],
["JUGUETES","MECÁNICOS","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","juguete de cuerda, robot de juguete, juguete de cuerda"],
["JUGUETES","MISCELÁNEA","TOYMisc","TOY","Toy sounds not fitting another category in this list.","muñeco, muñeca, peluche"],
["TRENES","FRENO","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","romper, chirriar, rechinar"],
["TRENES","TRAQUETEO","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","clack"],
["TRENES","PUERTA","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","puerta de tren, puerta de metro"],
["TRENES","DIÉSEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","tren diésel"],
["TRENES","ELÉCTRICOS","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","tren de cercanías, tren regional, línea urbana, tren interurbano, tren ligero"],
["TRENES","ALTA VELOCIDAD","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","tren de alta tecnología, maglev, monorraíl, hyperloop, tren bala"],
["TRENES","BOCINA","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","claxon de tren, claxon de metro"],
["TRENES","INTERIOR","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","tren de cercanías, tren regional, tren urbano, tren interurbano, tren ligero, tren de mercancías, metro, monorraíl"],
["TRENES","MECANISMO","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","derivación, desacoplamiento"],
["TRENES","MISCELÁNEA","TRNMisc","TRN","Train sounds not fitting another category in this list.","varios"],
["TRENES","VAPOR","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","tren de vapor, tren de carbón"],
["TRENES","METRO","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","metro, subway, the tube, rer"],
["TRENES","TRANVÍA","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","tranvía, trolebús, teleférico, funicular, coche de agarre"],
["INTERFAZ GRAFICA","ALERTA","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","alerta, tono, mensaje de texto, notificación, puesta en marcha"],
["INTERFAZ GRAFICA","BEEP","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","pitido de ordenador, pitido de teléfono"],
["INTERFAZ GRAFICA","CLIC","UIClick","UI","Typing clicks, button press clicks, response to input.","hacer clic, tocar, escribir"],
["INTERFAZ GRAFICA","DATOS","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","datos, procesamiento, información, pensamiento"],
["INTERFAZ GRAFICA","GLITCH ERROR","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","glitch, mal funcionamiento, fallo, kernel panic, error de meditación gurú"],
["INTERFAZ GRAFICA","MISCELÁNEA","UIMisc","UI","User Interface sounds not fitting another category in this list.","varios"],
["INTERFAZ GRAFICA","MOVIMIENTO","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","deslizar, desplazarse, zoom, página"],
["VEGETACIÓN","CÉSPED","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","susurro de la hierba, caminar, heno, trigo"],
["VEGETACIÓN","HOJAS","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","remolino de hojas, caída de hojas, hojas que caen, montón de hojas"],
["VEGETACIÓN","MISCELÁNEA","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","follaje"],
["VEGETACIÓN","ÁRBOL","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","caída de árbol, chasquido de rama, rotura de rama, ramita"],
["VEHÍCULOS","ALARMA","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","coche, auto, automóvil, alarma de coche, chirrido de armado, chirrido de desarmado, leva"],
["VEHÍCULOS","ANTIGUOS","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","coche, auto, automóvil, oldsmobile, modelo a, modelo t"],
["VEHÍCULOS","TODO TERRENO","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, tres ruedas, cuatro ruedas, cuadriciclo, buggy"],
["VEHÍCULOS","BICICLETA","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","bicicleta, bici, reclinada, monociclo, tándem, bmx"],
["VEHÍCULOS","FRENO","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","chirrido de frenos"],
["VEHÍCULOS","AUTOBÚS","VEHBus","VEH","City buses, school buses, Greyhound buses.","autobús urbano, autobús escolar, autobús Greyhound, autocar, autobús turístico, autobús de dos pisos"],
["VEHÍCULOS","COCHE","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","coche, auto, automóvil"],
["VEHÍCULOS","CONSTRUCCIÓN","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","grúa, bulldozer, retroexcavadora, excavadora, excavadora, carretilla elevadora"],
["VEHÍCULOS","PUERTA","VEHDoor","VEH","Car, van, truck. Their doors all go here.","coche, auto, automóvil, puerta de coche, puerta de furgoneta, puerta de camión"],
["VEHÍCULOS","ELÉCTRICOS","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, carrito de golf, patinete eléctrico, coche eléctrico, motocicleta eléctrica, tesla, kart eléctrico"],
["VEHÍCULOS","EMERGENCIA","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","camión de bomberos, camión de bomberos, ambulancia, coche de policía, furgón SWAT"],
["VEHÍCULOS","TRACTOR","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","tractor, cosechadora, desgranadora, cosechadora"],
["VEHÍCULOS","REMOLQUE","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","camión grande, camión, semirremolque, camión u-haul, penske, camión caja, camión de carga"],
["VEHÍCULOS","PASADA GENÉRICA","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","coche, auto, automóvil, pasar"],
["VEHÍCULOS","BOCINA CLAXON","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","coche, auto, automóvil, bocina de coche"],
["VEHÍCULOS","INTERIOR","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","coche, camión, furgoneta, interior, conducción, a bordo, autobús"],
["VEHÍCULOS","AVERIADO","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","car, auto, automobile, hoopty, clunker, junker, false start, misfiring, malfunctioning, misfire, backfire"],
["VEHÍCULOS","MECÁNICA","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","manivela, guantera, parabrisas, limpiaparabrisas, maletero, cinturón de seguridad, intermitente, palanca de cambios"],
["VEHÍCULOS","MILITAR","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","tanque, APC, vehículo blindado de transporte de tropas, humvee, jeep"],
["VEHÍCULOS","MISCELÁNEA","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","moto de nieve"],
["VEHÍCULOS","MOTOCICLETA","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","scooter, motocicleta, moto, vespa, motocross, dirt bike"],
["VEHÍCULOS","CARRERAS","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","coche, auto, automóvil, coche de carreras, coche de carreras de aceleración, indy, fórmula 1, nascar, gran premio, monster truck"],
["VEHÍCULOS","SIRENA","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulancia, policía, sirena, camión de bomberos, bombero"],
["VEHÍCULOS","DERRAPE","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","derrape de neumático, despegue, chuff, burnout"],
["VEHÍCULOS","SUSPENSIÓN","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","suspensión, muelles, chirrido, traqueteo"],
["VEHÍCULOS","RUEDA NEUMÁTICO","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","neumático, rueda"],
["VEHÍCULOS","CARAVANA","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","car, auto, automobile, passenger truck, pickup truck, vans, suv, flatbed "],
["VEHÍCULOS","ÚTILES","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["VEHÍCULOS","VAGÓN","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","vagón, diligencia, calesa, carruaje, carro de madera"],
["VEHÍCULOS","VENTANA","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","coche, auto, automóvil, ventanilla automática, ventanilla eléctrica"],
["VOCES","ALÍEN","VOXAlien","VOX","Weird alien vocals here.","lenguaje alienígena, chewbacca"],
["VOCES","BEBE","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","arrullo, balbuceo, alboroto, resoplido"],
["VOCES","VÍTORES","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","aplaudir, abuchear, vitorear, gritar, hurra, vociferar"],
["VOCES","NIÑO","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","niño, adolescente, preadolescente"],
["VOCES","LLORAR","VOXCry","VOX","A single person crying.","llorar, poner mala cara, sollozar, gimotear, berrear, alborotar, herido"],
["VOCES","ESFUERZO","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","esforzarse, gruñir, luchar, esforzarse, esforzarse"],
["VOCES","MUJER","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","mujer, femenino"],
["VOCES","MEGAFONÍA","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","orador, discurso público, anuncio"],
["VOCES","HISTÓRICAS","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","discurso, conferencia, emisión, noticia, histórico"],
["VOCES","RISA","VOXLaff","VOX","A single person laughing.","risita, carcajada, risa, ulular, gritar, maníaco, histérico"],
["VOCES","HOMBRE","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","masculino, hombre"],
["VOCES","MISCELÁNEA","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","varios"],
["VOCES","REACCIÓN","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahhh, er, em, hmm, hm"],
["VOCES","GRITO","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","gritar, chillar, chillar, muerte, caída"],
["VOCES","CANTAR","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","cantar, tararear, cancioncilla"],
["VOCES","SUSURRO","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","susurrar, murmurar, callar"],
["AGUA","BURBUJAS","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","burbujear, hervir, cocer a fuego lento, blub, glub, caldero, poción"],
["AGUA","DRENAJE","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","desagüe, gorgoteo, burbujeo, alcantarilla, ducha, fregadero, desagüe pluvial"],
["AGUA","GOTAS","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","goteo, plip, plop, goteo, fuga, cueva"],
["AGUA","AGUA CON GAS","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","fizz, sizzle, seltzer, espuma, silbido"],
["AGUA","FLUJO DE AGUA","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","río, arroyo, riachuelo, corriente, curso de agua, afluente, riachuelo, canal, riachuelo, manantial"],
["AGUA","FUENTE","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","fuente, rocío, goteo, silbido"],
["AGUA","IMPACTO","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","splash, bellyflop, cannonball, depth charge, sploosh"],
["AGUA","MOVIMIENTO OLEAJE","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","ondulación, vuelta, casco, bofetada, chapoteo"],
["AGUA","MISCELÁNEA","WATRMisc","WATR","Water sounds not fitting another category in this list.","varios"],
["AGUA","MOVIMIENTO","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","chapotear, vadear, salpicar, barrer, pisar"],
["AGUA","TUBERÍAS","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","cisterna, lavabo, ducha,"],
["AGUA","VERTER","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","verter, llenar, verter, vaciar"],
["AGUA","CHAPUZÓN","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","salpicar, nadar, vadear, bucear, zambullirse, chapotear, sumergirse"],
["AGUA","SPRAY","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","rociar, rociar, rociar, rociar a chorro, rociar"],
["AGUA","CORRIENTE","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","rociar, neblina, vapor, silbido húmedo, chisporrotear"],
["AGUA","SURF","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","costa, litoral, orilla del mar, playa, balneario"],
["AGUA","TURBULENCIA","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","remolino, piscina de olas, rápidos, vorágine, remolino"],
["AGUA","SUBMARINO","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","bajo el agua, flujo, turbulento"],
["AGUA","CASCADA","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","catarata, cascada, presa, torrente, niágara"],
["AGUA","OLA","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","ola, rompeolas, marea, orilla del mar, espigón, chapoteo"],
["ARMAS","ARMADURA","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","armadura, cota de malla, yelmo, coraza, peto, coraza, domaru, férula, haramaki, escudo"],
["ARMAS","FLECHA","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","flecha, saeta, pluma, carcaj"],
["ARMAS","HACHA","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","hacha, hacha de guerra, hacha arrojadiza"],
["ARMAS","CONTUNDENTES","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","garrote, bate, maza, bola y cadena, nunchuck, martillo de guerra, warhammer, bastón, nudillos de latón, mayal, tonfa, porra, garrote"],
["ARMAS","ARCO","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","arco largo, caja compuesta, ballesta"],
["ARMAS","CUCHILLO","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","navaja, navaja de mariposa, navaja de caza, navaja multiusos, cuchilla, cuchillo de carnicero, cuchillo de trinchera, cuchillo de cocinero"],
["ARMAS","MISCELÁNEA","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","honda"],
["ARMAS","LANZA","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","lanza, pica, arpón, alabarda, jabalina, hacha de asta, pollaxe"],
["ARMAS","CATAPULTA","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","catapulta, trebuchet, ariete, ballesta, torre de asedio"],
["ARMAS","ESPADA","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchón, cimitarra, espada ancha, estoque, espada larga, samurái, alfanje, espada de esgrima, kattana, machete, sable, espada vikinga, florete"],
["ARMAS","LÁTIGO","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","látigo de toro, látigo de caballo, látigo, fusta"],
["CLIMA","GRANIZO","HAIL","HAIL","Hail on various surfaces.","granizo, hielo, aguanieve"],
["CLIMA","MISCELÁNEA","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","varios"],
["CLIMA","TORMENTA","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","huracán, tormenta, tifón, aguanieve, tormenta de arena, tornado, ciclón, granizada,"],
["CLIMA","TRUENO","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","tormenta, relámpago, trueno, rayo, trueno, crack, roll, rumble"],
["SILBIDOS","HUMANOS","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","silbido, aclamación, humano, silbido de lobo, señal"],
["SILBIDOS","MECÁNICOS","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","barco de vapor, árbitro, pito, silbato de policía, tetera, silbato de tren"],
["SILBIDOS","MISCELÁNEA","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","ref, flauta nasal"],
["VIENTO","DISEÑADO","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","máquina de viento, sintético, artificial, tonal"],
["VIENTO","GENÉRICO","WIND","WIND","Base and general wind category.","varios"],
["VIENTO","RÁFAGA","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","ráfaga, borrasca, ráfagas, brisa, bufé, soplo, vendaval, ráfaga"],
["VIENTO","INTERIOR","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","interior, persiana, traqueteo, gemido, corriente de aire"],
["VIENTO","TONAL","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","aullido, silbido, gemido, tonal"],
["VIENTO","TURBULENCIA","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","bufé, viento turbulento, viento fuerte, viento violento, bufé"],
["VIENTO","VEGETACIÓN","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","follaje, vegetación, hierba, árbol, hoja, planta, susurro"],
["VENTANAS","CORTINA","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","cortina, persiana, contraventana, oscurecedor, persianas"],
["VENTANAS","MECÁNICA","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","pestillo de ventana, manivela de ventana, cerradura de ventana, junta de ventana"],
["VENTANAS","GOLPE LLAMADA","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","golpe, cristal, traqueteo"],
["VENTANAS","METAL","WNDWMetl","WNDW","Metal framed windows, open and close.","marco metálico"],
["VENTANAS","MISCELÁNEA","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","varios"],
["VENTANAS","PLÁSTICO","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","marco de plástico"],
["VENTANAS","MADERA","WNDWWood","WNDW","Wood framed windows, open and close.","marco de madera"],
["ALAS","PÁJAROS","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","ala de pájaro, aleteo"],
["ALAS","CRIATURAS","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","ala de dragón, ala de hada, ala de grifo, ala de esfinge, ala de ángel, ala de fénix, ala de pájaro gigante"],
["ALAS","INSECTOS","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","mosca, abeja, libélula, polilla, mariposa, escarabajo, escarabajo, avispón, avispa, langosta"],
["ALAS","MISCELÁNEA","WINGMisc","WING","Wing sounds not fitting another category in this list.","varios"],
["MADERA","ROMPER","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","se rompe, se quiebra, se desgarra, se hace añicos, cruje, se astilla"],
["MADERA","CHOQUE Y ESCOMBROS","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","caída, escombros, choque, derrumbe, madera"],
["MADERA","FRICCIÓN","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","tensión, rasguños, crujidos, chirridos, chirridos"],
["MADERA","MANIPULAR","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","manejar, agarrar, colocar, recoger, depositar, lanzar, coger"],
["MADERA","IMPACTO","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","golpear, dejar caer, impactar, chocar, hacer ruido, tintinear, picar"],
["MADERA","MISCELÁNEA","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","varios"],
["MADERA","MOVIMIENTO","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","arrastrar, rodar, traquetear, sacudir"],
