[["POWIETRZE","PODMUCH","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","sprężone powietrze, obniżać ciśnienie, wypuszczać, puff, sputter, flutter, purge"],
["KAMIENIE","PORUSZANIE","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Przeciąganie, toczenie, grzechotanie, potrząsanie"],
["KAMIENIE","TONALNE","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Wygięcie, Pierścień, Wronk, Shing, Warp"],
["LINA","SKRZYPIENIE","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","rozciągać, napinać, ciągnąć"],
["LINA","TRZYMANIE","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","uchwycić, złapać, ustawić, podnieść, ustawić w dół, podrzucić, złapać"],
["LINA","UDERZENIE","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","uderzenie, upadek, uderzenie"],
["LINA","RÓŻNE","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","różne"],
["LINA","PORUSZANIE","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, węzeł, wiązać"],
["GUMA","ROZBICIE I ODŁAMKI","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","odłamki, rozsypać się, wypaść"],
["GUMA","TARCIE","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","piszczeć, skrzypieć, ciągnąć, trzeć, skrobać, jęczeć"],
["GUMA","TRZYMANIE","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","uchwycić, złapać, ustawić, podnieść, ustawić, podrzucić, złapać"],
["GUMA","UDERZENIE","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","klaps, uderzenie, trafienie, odbicie, upadek"],
["GUMA","RÓŻNE","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","różne"],
["GUMA","PORUSZANIE","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","ruch, przeciąganie, klapnięcie, klapnięcie"],
["GUMA","TONALNE","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","tonalny, gumowy, śpiewny"],
["SCIFI","ALARM","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","alarm sci-fi, alarm, ostrzeżenie"],
["SCIFI","KOMPUTER","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","komputer, konsola, interfejs, holoscreen"],
["SCIFI","DRZWI","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","sci-fi drzwi, śluza powietrzna"],
["SCIFI","ENERGIA","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","cząstka, wir, transporter, hologram, pole siłowe"],
["SCIFI","UDERZENIE","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","uderzenie energii, fala energii, pole siłowe"],
["SCIFI","MASZYNA","SCIMach","SCI","Future technology machines, transporters, food replicators.","teleporter, replikatory jedzenia, holodek"],
["SCIFI","MECHANIZM","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","tricorder, urządzenie scifi, gizmo"],
["SCIFI","RÓŻNE","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","różne"],
["SCIFI","RETRO","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","stare sci-fi"],
["SCIFI","STATEK KOSMICZNY","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","statek kosmiczny, ufo, statek-matka, krążownik, statek kosmiczny"],
["SCIFI","POJAZD","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","łazik księżycowy, landspeeder, speeder bike, hoverboard, podracer"],
["SCIFI","BROŃ","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","miecze świetlne, broń egzotyczna"],
["ŚNIEG","ROZBICIE I ODŁAMKI","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","śnieżna kula, śnieżna kraksa"],
["ŚNIEG","TARCIE","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","naprężenie, zgrzyt, skrzypienie, pisk, łoskot"],
["ŚNIEG","TRZYMANIE","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","uchwycić, złapać, ustawić, podnieść, postawić, podrzucić, złapać"],
["ŚNIEG","UDERZENIE","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","śnieżna kula, śnieżny dryf, przewrócenie, upadek"],
["ŚNIEG","RÓŻNE","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","różne"],
["ŚNIEG","PORUSZANIE","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","brodzić, ciągnąć, pług, fumble"],
["SPORT","KORT I BOISKO UTWARDZONE","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","koszykówka, tenis, szermierka, siatkówka, racquetball, badminton, netball, squash, dodgeball, shuffleboard, piłka ręczna"],
["SPORT","BOISKO ZIEMNE","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","piłka nożna, piłka nożna, baseball, hokej, krykiet, rugby, polo, lacrosse"],
["SPORT","SALA GIMNASTYCZNA","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","boks, zapasy, gimnastyka, trening siłowy, sztuki walki, karate, judo, tae kwon do, dojo, kung fu"],
["SPORT","WE WNĘTRZU","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","kręgle, bilard, ping pong, rzutki"],
["SPORT","RÓŻNE","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","golf"],
["SPORT","NA KÓŁKACH","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","jazda na deskorolce, rolkach, wrotkach, hulajnodze"],
["SPORT","LEKKOATLETYKA","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","skok w dal, bieg, skok o tyczce, strzał w dziesiątkę, rzut oszczepem"],
["SPORT","WODNY","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","pływanie, water polo, siatkówka wodna, nurkowanie, narty wodne, surfing, kiteboarding, scuba, snorkeling"],
["SPORT","ZIMOWY","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","narciarstwo, snowboard, bobsleje, łyżwiarstwo, saneczkarstwo, curling, hokej na lodzie, saneczkarstwo, łyżwiarstwo szybkie"],
["SWOOSH","SWISH","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","świst, kungfu, whizby, trzepot, swing"],
["SWOOSH","WHOOSH","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["NARZĘDZIA","OGRÓD","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","grabie, motyka, szpadel, kielnia, miotła, sekator, widły ogrodowe, rumpel, nożyce do gałęzi, łopata, chwastownik"],
["NARZĘDZIA","RĘCZNE","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","młotek, śrubokręt, kombinerki, klucz, grzechotka, nasadka, piła ręczna, zacisk, przecinak, dłuto, skrobak, zszywacz, pilnik, nożyczki"],
["NARZĘDZIA","RÓŻNE","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","różne"],
["NARZĘDZIA","PNEUMATYCZNE","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","młot udarowy, narzędzie pneumatyczne, grzechotka pneumatyczna, pistolet do gwoździ"],
["NARZĘDZIA","ELEKTRONARZĘDZIA","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","wiertarka, piła elektryczna, piła tarczowa, wyrzynarka, szlifierka, szlifierka taśmowa, frezarka, wkrętarka elektryczna, pistolet do podgrzewania, prasa wiertnicza, piła stołowa"],
["ZABAWKI","ELEKTRONICZNE","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","zdalnie sterowany samochód, samochód na kółkach, mówienie i zaklinanie, furby"],
["ZABAWKI","MECHANICZNE","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","zabawka do skręcania, zabawkowy robot, zabawka do skręcania"],
["ZABAWKI","RÓŻNE","TOYMisc","TOY","Toy sounds not fitting another category in this list.","figurka akcji, lalka, wypchane zwierzę"],
["POCIĄGI","HAMULEC","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","pęknięcia, piski, zgrzytanie"],
["POCIĄGI","STUKOT","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","clack"],
["POCIĄGI","DRZWI","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","drzwi pociągu, drzwi metra"],
["POCIĄGI","DIESEL","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","pociąg spalinowy"],
["POCIĄGI","ELEKTRYCZNE","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","pociąg podmiejski, pociąg regionalny, linia miejska, pociąg międzymiastowy, kolej miejska"],
["POCIĄGI","WYSOKICH PRĘDKOŚCI","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","pociąg hi-tech, maglev, monorail, hyperloop, bullet train"],
["POCIĄGI","SYRENA","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","klakson kolejowy, klakson metra"],
["POCIĄGI","WNĘTRZE","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","pociąg podmiejski, pociąg regionalny, linia miejska, pociąg międzymiastowy, kolej lekka, pociąg towarowy, metro, kolej jednoszynowa"],
["POCIĄGI","MECHANIZM","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","rozrząd, rozłączenie"],
["POCIĄGI","RÓŻNE","TRNMisc","TRN","Train sounds not fitting another category in this list.","różne"],
["POCIĄGI","PAROWE","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","pociąg parowy, pociąg węglowy"],
["POCIĄGI","METRO","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","metro, subway, the tube, rer"],
["POCIĄGI","TRAMWAJ","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","tramwaj, trolejbus, kolejka linowa, kolejka linowa, kolejka zębata"],
["INTERFEJS","ALARM","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","alarm, sygnał dźwiękowy, wiadomość tekstowa, powiadomienie, uruchomienie"],
["INTERFEJS","PIKNIĘCIE","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","bip komputera, bip telefonu"],
["INTERFEJS","KLIK","UIClick","UI","Typing clicks, button press clicks, response to input.","kliknięcie, stuknięcie, wpisanie"],
["INTERFEJS","DANE","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","dane, przetwarzanie, informacje, myślenie"],
["INTERFEJS","GLITCH","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","glitch, malfunction, failure, kernel panic, guru meditation error"],
["INTERFEJS","RÓŻNE","UIMisc","UI","User Interface sounds not fitting another category in this list.","różne"],
["INTERFEJS","RUCH","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","machnięcie, przewijanie, powiększanie, strona"],
["ROŚLINNOŚĆ","TRAWA","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","szelest trawy, przejść przez, siano, pszenica"],
["ROŚLINNOŚĆ","LIŚCIE","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","wirowanie liści, opadanie liści, opadanie liści, kupa liści"],
["ROŚLINNOŚĆ","RÓŻNE","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","liście"],
["ROŚLINNOŚĆ","DRZEWO","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","upadek drzewa, trzask gałęzi, złamanie gałęzi, gałązka"],
["POJAZDY","ALARM","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","samochód, auto, automobil, alarm samochodowy, dzwonek na ramieniu, dzwonek na rozbrajaczu, fob"],
["POJAZDY","STARODAWNE","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","samochód, auto, samochód, oldsmobile, model a, model t"],
["POJAZDY","QUAD","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","quad, trójkołowiec, czterokołowiec, czterokołowiec, dune buggy"],
["POJAZDY","ROWER","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","rower, rowerek, leżanka, rowerek jednokołowy, tandem, bmx"],
["POJAZDY","HAMULEC","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","pisk hamulca, piski, zgrzytanie"],
["POJAZDY","AUTOBUS","VEHBus","VEH","City buses, school buses, Greyhound buses.","autobus miejski, autobus szkolny, autobus greyhound, autokar, autobus turystyczny, double decker"],
["POJAZDY","SAMOCHÓD","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","samochód, auto, automobil"],
["POJAZDY","BUDOWLANE","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","dźwig, buldożer, koparka, koparkoładowarka, koparka, wózek widłowy"],
["POJAZDY","DRZWI","VEHDoor","VEH","Car, van, truck. Their doors all go here.","samochód, auto, samochód, drzwi samochodu, drzwi furgonetki, drzwi ciężarówki"],
["POJAZDY","ELEKTRYCZNE","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","segway, wózek golfowy, skuter elektryczny, samochód elektryczny, motocykl elektryczny, tesla, gokart elektryczny"],
["POJAZDY","SŁUŻBY RATOWNICZE","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","wóz strażacki, wóz strażacki, ambulans, samochód policyjny, furgonetka SWAT"],
["POJAZDY","ROLNICZE","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","traktor, kombajn, łuska, kombajn"],
["POJAZDY","CIĘŻAROWE","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","big rigs, ciężarówka, semi-truck, u-haul truck, penske, box truck, freight truck"],
["POJAZDY","PRZEJAZD OGÓLNY","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","samochód, auto, samochód, przejeżdżać przez"],
["POJAZDY","KLAKSON","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","samochód, auto, samochód, klakson samochodowy"],
["POJAZDY","WNĘTRZE","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","samochód, ciężarówka, van, wnętrze, jazda, na pokładzie, autobus"],
["POJAZDY","GRUCHOT","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","samochód, auto, samochód, hoopty, clunker, junker, fałszywy start, błędny zapłon, nieprawidłowe działanie, błędny ogień, wsteczny ogień"],
["POJAZDY","MECHANIZM","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","korba do szyb, schowek, przednia szyba, wycieraczka, bagażnik, pas bezpieczeństwa, pasy bezpieczeństwa, kierunkowskaz, zmiana biegów"],
["POJAZDY","WOJSKOWE","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","czołg, APC, transporter opancerzony, humvee, jeep"],
["POJAZDY","RÓŻNE","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","skuter śnieżny"],
["POJAZDY","MOTOCYKL","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","skuter, motocykl, motocykl, vespa, motocross, dirt bike"],
["POJAZDY","WYŚCIGOWE","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","samochód, auto, samochód, samochód wyścigowy, drag race car, indy, formuła 1, nascar, grand prix, monster truck"],
["POJAZDY","SYRENA","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","ambulans, policja, syrena, wóz strażacki, strażak"],
["POJAZDY","PISK OPON","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","opona poślizg, odklejenie, chuff, burnout"],
["POJAZDY","ZAWIESZENIE","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","zawieszenie, amortyzatory, skrzypienie, grzechotanie"],
["POJAZDY","OPONY","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","opona, opona, rolka"],
["POJAZDY","PICKUP VAN I SUV","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","samochód, auto, samochód osobowy, pickup, van, suv, flatbed, "],
["POJAZDY","SPECJALISTYCZNE","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["POJAZDY","WÓZ","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","wagon, dyliżans, buggy, powóz, wózek na drewno"],
["POJAZDY","OKNO","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","samochód, auto, samochód, okno automatyczne, okno elektryczne"],
["GŁOSY","KOSMITA","VOXAlien","VOX","Weird alien vocals here.","język obcych, chewbacca"],
["GŁOSY","NIEMOWLĘ","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","gruchanie, bełkotanie, marudzenie, tabaka"],
["GŁOSY","WIWATY","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","klaskanie, buczenie, wiwat, yay, krzyk, woohoo, holler"],
["GŁOSY","DZIECKO","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","dziecko, nastolatek, tween"],
["GŁOSY","PŁACZ","VOXCry","VOX","A single person crying.","płakać, dąsać się, szlochać, skomleć, marudzić, ranić się"],
["GŁOSY","WYSIŁEK","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","wysiłek, chrząkanie, walka, wysiłek, wysiłek"],
["GŁOSY","KOBIECE","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","kobieta, kobieta"],
["GŁOSY","PRZETWORZONE ELEKTRONICZNIE","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","mówca, przemówienie publiczne, ogłoszenie"],
["GŁOSY","ARCHIWALNE","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","przemówienie, wykład, audycja, wiadomość, historyczny"],
["GŁOSY","ŚMIECH","VOXLaff","VOX","A single person laughing.","giggle, chuckle, laugh, hoot, holler, maniacal, hysterical"],
["GŁOSY","MĘSKIE","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","mężczyzna, mężczyzna"],
["GŁOSY","RÓŻNE","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","różne"],
["GŁOSY","REAKCJE","VOXReac","VOX","A single Ooo or Aah and things of that nature.","oh, ooh, ooo, ah, ahh, ahh, er, em, hmm, hm"],
["GŁOSY","KRZYK","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","krzyczeć, wrzask, krzyk, śmierć, upadek"],
["GŁOSY","ŚPIEW","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","śpiewać, nucić, ditty"],
["GŁOSY","SZEPT","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","szeptać, szemrać, szumieć"],
["WODA","BĄBLE","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","bulgotać, gotować, gotować na wolnym ogniu, blub, glub, kociołek, mikstura"],
["WODA","ODPŁYW","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","odpływać, bulgotać, burczeć, kanał, prysznic, zlew, kanał burzowy"],
["WODA","KAPANIE","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","kapać, plip, plop, strużka, wyciek, jaskinia"],
["WODA","SYCZENIE","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","fizz, sizzle, seltzer, foam, hiss"],
["WODA","PRZEPŁYW","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","rzeka, strumień, potok, prąd, ciek wodny, dopływ, potok, kanał, ruczaj, źródło"],
["WODA","FONTANNA","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","fontanna, spray, strużka, syczenie"],
["WODA","UDERZENIE","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","plusk, brzdęk, kula armatnia, ładunek głębinowy, sploosh"],
["WODA","CHLUPOT FAL","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","falowanie, okrążenie, kadłub, policzek, chlupotanie"],
["WODA","RÓŻNE","WATRMisc","WATR","Water sounds not fitting another category in this list.","różne"],
["WODA","PORUSZANIE","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","szumieć, brodzić, chlapać, zmiatać, dreptać"],
["WODA","HYDRAULIKA","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","spłukiwać toaletę, zlew, prysznic,"],
["WODA","WYLEWANIE","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","wylać, napełnić, wyrzucić, opróżnić"],
["WODA","PLUSK","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","pluskać, pływać, brodzić, nurkować, zanurzać się, chlupać, zanurzać się"],
["WODA","ROZPYLANIE","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","rozpylać, rozpylać, tryskać, tryskać"],
["WODA","PARA","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","rozpryskiwać, mgła, para, mokry syk, plucie"],
["WODA","ODLEGŁE FALE","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","linia brzegowa, linia brzegowa, brzeg morski, plaża, mycie"],
["WODA","NIESPOKOJNE","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","wir, basen z falami, rapid, maelstrom, swirl"],
["WODA","POD WODĄ","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","podwodny, przepływ, turbulentny"],
["WODA","WODOSPAD","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","wodospad, kaskada, tama, torrent, niagara"],
["WODA","FALE","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","fala, falochron, pływy, brzeg morski, molo, docieranie"],
["UZBROJENIE","ZBROJA","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","zbroja, kolczuga, hełm, zbroja łuskowa, napierśnik, kirys, domaru, szyna, haramaki, tarcza"],
["UZBROJENIE","STRZAŁA","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","strzała, bełt, flet, kołczan"],
["UZBROJENIE","TOPÓR","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","topór, topór, siekiera, topór do rzucania"],
["UZBROJENIE","TĘPA","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","kij, pałka, buzdygan, kula i łańcuch, nunchuck, młot wojenny, klepka, mosiężne kastety, flak, tonfa, kij nocny, pałka"],
["UZBROJENIE","ŁUK","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","longbow, compound box, crossbow"],
["UZBROJENIE","NÓŻ","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","nóż sprężynowy, nóż typu jack, nóż motylkowy, nóż myśliwski, nóż użytkowy, tasak, nóż rzeźnicki, nóż do okopów, nóż szefa kuchni"],
["UZBROJENIE","RÓŻNE","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","proca"],
["UZBROJENIE","DRZEWCOWA","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","włócznia, szczupak, harpun, halabarda, oszczep, tyczka, polaksa"],
["UZBROJENIE","OBLĘŻNICZA","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","katapulta, trebusz, taran, balista, wieża oblężnicza"],
["UZBROJENIE","MIECZE","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","falchion, scimitar, miecz, rapier, miecz długi, samurajski, kordelas, miecz szermierczy, katana, maczeta, szabla, miecz wikingów, floret"],
